probe_id,GSM114834,GSM114840,GSM114841,GSM114842,GSM114843,GSM114844,GSM114845,GSM114846,GSM114847,GSM114848,GSM114849,GSM114850,GSM114851,GSM114852,GSM114853,GSM114854,GSM114855,gene_symbol,gene_title
214370_at,6.0,2.0,2.9,0.6,51.2,20.6,9.2,18.7,53.4,5.2,11.4,3.4,10.8,1.8,22.3,8.3,32.1,S100A8,S100 calcium binding protein A8
214371_at,12.6,3.9,8.7,14.1,10.9,16.7,20.9,10.6,16.9,5.8,4.2,2.7,6.8,2.3,11.7,13.3,5.7,TSSK2,testis specific serine kinase 2
214372_x_at,20.5,25.2,34.8,18.4,33.3,19.9,37.4,27.6,63.8,20.6,16.1,18.3,37.8,51.7,50.5,18.6,39.3,ERN2,endoplasmic reticulum to nucleus signaling 2
214373_at,32.3,24.7,51.0,33.9,39.3,47.1,36.3,24.9,31.4,46.2,45.8,27.9,25.2,46.2,27.0,25.5,22.0,,
214374_s_at,33.7,32.8,30.2,37.1,23.7,11.8,6.1,20.9,11.7,27.9,16.8,18.1,20.6,14.2,14.8,12.5,3.0,PPFIBP1,PPFIA binding protein 1
214375_at,65.1,79.8,132.1,51.9,31.2,21.0,31.3,31.6,17.8,60.6,55.8,59.9,45.8,77.2,36.9,58.1,29.3,PPFIBP1,PPFIA binding protein 1
214376_at,22.5,22.1,33.5,29.8,34.1,29.2,29.8,41.6,34.6,20.8,40.5,23.9,29.5,24.9,28.3,29.6,22.9,MAPK10,mitogen-activated protein kinase 10
214377_s_at,31.2,26.2,45.6,35.5,50.1,37.6,78.3,39.8,36.6,38.1,32.8,39.0,36.0,34.3,42.2,44.6,46.0,CTRL,chymotrypsin like
214378_at,16.8,19.3,14.7,23.0,22.2,21.4,9.4,12.3,19.0,19.9,14.3,14.3,16.9,14.4,9.2,20.8,12.9,TFPI,tissue factor pathway inhibitor
214379_at,14.0,8.4,11.2,15.2,22.1,15.6,16.6,3.2,3.2,26.6,12.3,5.5,9.0,20.8,9.0,9.8,14.9,HNRNPDL,heterogeneous nuclear ribonucleoprotein D like
214380_at,3.6,2.2,3.7,4.6,3.3,9.7,6.8,2.2,5.0,3.3,7.7,2.5,3.4,1.2,1.7,1.7,3.2,PRPF31,pre-mRNA processing factor 31
214381_at,14.6,30.0,7.2,31.3,42.8,36.7,11.2,11.4,6.1,8.1,36.8,18.4,42.9,8.5,26.1,5.2,6.8,LOC441601,septin 7 pseudogene
214382_at,2.1,1.6,2.2,1.6,1.9,2.5,28.2,8.2,4.3,1.1,3.6,4.5,1.1,0.8,2.1,1.0,3.8,UNC93A,unc-93 homolog A (C. elegans)
214383_x_at,143.9,204.8,146.6,168.9,202.9,237.7,176.2,183.5,226.2,220.2,235.4,231.2,167.5,283.4,261.5,228.6,192.7,KLHDC3,kelch domain containing 3
214384_s_at,1.6,10.5,4.8,8.8,14.9,2.4,4.7,15.6,9.4,15.3,18.2,22.8,11.5,2.3,8.6,9.1,10.6,DCTN2,dynactin subunit 2
214385_s_at,3.4,1.3,5.2,2.0,1.5,3.7,11.6,2.9,2.7,2.1,2.8,2.0,3.0,2.2,1.9,2.2,1.6,MUC5AC,"mucin 5AC, oligomeric mucus/gel-forming"
214386_at,4.7,3.8,7.1,8.9,7.1,5.2,15.3,7.7,8.1,6.4,4.4,5.3,4.7,7.2,7.0,13.9,10.6,,
214387_x_at,4.0,5.8,4.1,3.0,6.9,6.8,11.0,5.9,9.4,6.8,4.1,6.3,6.5,5.8,7.4,8.3,10.4,SFTPC,surfactant protein C
214388_at,9.4,18.7,15.0,10.5,18.1,17.8,8.2,10.3,7.6,25.3,21.2,13.2,15.8,9.0,16.2,15.4,4.4,,
214389_at,0.6,1.8,6.3,0.7,4.3,0.8,1.5,0.5,0.7,1.6,0.2,0.3,0.4,0.4,0.2,0.3,0.6,SLC5A12,solute carrier family 5 member 12
214390_s_at,12.9,34.4,49.2,5.4,3.8,6.8,18.4,9.8,6.7,6.8,19.8,5.5,5.2,8.0,5.3,7.1,9.6,BCAT1,branched chain amino acid transaminase 1
214391_x_at,9.2,7.6,14.6,9.1,12.0,10.0,22.0,8.7,9.3,10.9,10.9,10.8,8.4,9.2,8.4,8.0,9.3,PTGER1,prostaglandin E receptor 1
214392_at,13.0,6.9,10.4,6.8,12.2,14.0,14.4,6.5,13.5,13.7,4.4,8.0,3.8,0.8,1.4,10.7,16.8,IRGC,immunity related GTPase cinema
214393_at,1.2,1.2,1.8,1.2,0.9,1.5,9.8,0.7,1.5,1.1,1.1,0.6,1.3,1.0,1.0,0.7,0.8,RND2,Rho family GTPase 2
214394_x_at,1159.5,1248.8,917.5,1103.4,944.7,674.1,750.7,1146.1,540.8,952.7,1122.8,822.7,1323.3,1011.7,720.3,857.4,754.9,EEF1D,eukaryotic translation elongation factor 1 delta
214395_x_at,18.8,21.2,24.9,16.2,37.8,33.2,21.9,19.6,33.1,35.7,34.9,46.1,13.6,37.0,38.0,40.0,44.6,EEF1D,eukaryotic translation elongation factor 1 delta
214396_s_at,10.6,2.6,18.0,5.6,3.9,12.7,9.9,4.3,11.6,14.8,1.2,15.0,15.3,4.5,0.8,5.6,11.8,MBD2,methyl-CpG binding domain protein 2
214397_at,15.2,14.6,21.1,0.7,21.3,11.0,26.6,10.8,20.9,12.5,9.6,17.8,9.9,7.1,14.8,21.1,15.0,MBD2,methyl-CpG binding domain protein 2
214398_s_at,25.6,27.0,53.8,33.2,41.4,31.7,10.4,26.7,38.9,54.1,17.8,30.5,29.3,29.0,6.9,23.2,19.4,IKBKE,"inhibitor of kappa light polypeptide gene enhancer in B-cells, kinase epsilon"
214399_s_at,3.2,1.8,2.0,2.2,3.0,2.3,7.5,2.3,1.7,2.2,2.3,1.5,2.3,1.6,1.7,1.5,2.0,KRT4,keratin 4
214400_at,1.5,0.8,1.8,1.0,9.2,3.9,8.5,2.6,2.4,5.0,2.6,1.0,1.1,0.7,0.5,1.7,1.1,INSL3,insulin like 3
214401_at,23.2,23.9,28.9,22.3,37.8,37.0,56.5,4.2,25.2,17.0,27.5,10.5,23.0,36.1,35.2,43.1,51.2,PAX1,paired box 1
214402_s_at,4.1,5.4,5.4,6.1,7.3,10.0,30.7,2.2,1.0,1.7,7.1,1.3,6.9,1.3,1.2,1.4,1.6,SFI1,SFI1 centrin binding protein
214403_x_at,24.4,24.5,35.4,49.8,68.1,50.9,53.7,47.1,43.3,36.2,38.0,31.7,44.4,25.4,23.2,26.2,46.6,SPDEF,SAM pointed domain containing ETS transcription factor
214404_x_at,7.1,5.8,8.7,8.7,15.5,14.4,11.1,9.6,15.6,11.5,10.1,4.4,10.7,6.9,9.6,7.3,11.5,SPDEF,SAM pointed domain containing ETS transcription factor
214405_at,15.3,21.8,12.3,23.2,20.3,8.3,4.2,3.3,10.1,25.7,21.7,28.9,8.9,22.7,15.2,21.6,16.9,,
214406_s_at,1.3,1.2,4.1,1.4,1.9,2.5,6.3,1.5,1.5,5.2,1.4,1.1,1.7,1.3,1.0,1.1,1.6,SLC7A4,solute carrier family 7 member 4
214407_x_at,4.0,16.6,10.7,26.3,21.9,39.8,41.4,27.1,25.8,35.1,6.4,6.1,6.1,6.1,14.2,11.7,9.3,GYPB,glycophorin B (MNS blood group)
214408_s_at,3.3,13.6,13.8,7.0,15.4,16.6,30.1,16.0,12.0,20.1,6.2,20.5,6.7,15.0,12.0,12.3,20.2,RFPL1S///RFPL3S,RFPL1 antisense RNA 1///RFPL3 antisense
214409_at,13.3,14.6,19.3,14.8,17.1,20.3,12.6,7.3,16.3,19.3,14.3,15.2,17.5,17.0,14.1,22.5,22.2,RFPL3S,RFPL3 antisense
214410_at,5.5,2.0,2.7,7.5,13.2,2.3,13.5,7.3,3.1,3.4,7.8,9.1,6.6,10.2,8.9,19.9,7.8,TRPM1,transient receptor potential cation channel subfamily M member 1
214411_x_at,33.1,40.1,59.0,39.3,46.2,62.6,51.7,37.5,21.6,34.1,36.1,34.1,48.9,36.3,29.0,25.5,30.7,CTRB2,chymotrypsinogen B2
214412_at,3.1,1.0,4.0,1.8,1.6,1.1,10.4,3.7,1.4,2.5,1.1,1.1,3.7,1.0,1.3,1.0,1.4,H2AFB1///H2AFB2///H2AFB3,H2A histone family member B1///H2A histone family member B2///H2A histone family member B3
214413_at,1.7,2.7,2.9,1.4,1.6,1.6,4.7,2.7,1.8,1.5,1.1,1.2,1.3,0.9,0.8,1.4,1.4,TAT,tyrosine aminotransferase
214414_x_at,2032.9,1011.7,2430.4,2544.4,4122.9,4867.3,3075.6,3189.7,4560.7,3242.8,3110.7,3040.2,3534.9,2233.7,3004.6,3450.2,3998.7,HBA2///HBA1,hemoglobin subunit alpha 2///hemoglobin subunit alpha 1
214415_at,10.8,9.0,13.6,12.3,0.6,6.7,4.0,3.6,7.6,16.7,5.9,6.3,14.4,12.8,0.5,4.4,4.7,PLGLB1///PLGLB2,plasminogen-like B1///plasminogen-like B2
214416_at,11.5,13.7,21.8,8.3,10.9,11.5,16.6,20.8,26.9,15.3,10.6,10.1,8.0,10.2,14.3,14.2,9.2,,
214417_s_at,29.4,19.2,28.0,39.9,24.3,41.0,26.7,27.0,38.5,32.8,27.4,39.9,47.4,36.7,29.1,52.0,37.8,FETUB,fetuin B
214418_at,3.1,0.7,6.6,1.4,1.5,0.9,10.2,1.0,1.8,0.9,3.3,1.9,1.9,2.4,0.6,4.0,2.4,CT62,cancer/testis antigen 62
214419_s_at,19.8,16.6,26.2,26.0,27.3,35.9,39.5,19.9,19.7,25.7,21.4,26.8,25.8,24.8,25.9,13.8,22.6,CYP2C9,cytochrome P450 family 2 subfamily C member 9
214420_s_at,3.3,2.3,5.9,4.3,7.2,2.5,27.4,2.0,13.2,5.5,3.3,1.1,9.2,4.2,2.5,4.0,4.5,CYP2C9,cytochrome P450 family 2 subfamily C member 9
214421_x_at,30.9,35.1,48.2,53.8,82.5,56.9,104.6,57.5,51.8,57.4,41.8,43.1,39.5,45.3,52.3,61.5,59.3,CYP2C9,cytochrome P450 family 2 subfamily C member 9
214422_at,24.8,21.2,21.1,26.0,16.2,4.1,22.5,20.9,14.4,27.6,15.9,16.8,9.4,17.7,16.0,25.1,23.1,RAD23B,"RAD23 homolog B, nucleotide excision repair protein"
214423_x_at,30.2,25.4,46.6,50.4,49.2,62.3,38.7,42.5,40.8,52.8,41.8,31.0,44.6,31.7,28.6,49.7,48.9,ALDOB,"aldolase, fructose-bisphosphate B"
214424_s_at,11.7,6.4,19.2,7.7,25.7,17.0,11.1,7.6,16.7,21.4,7.7,8.6,11.8,10.3,8.1,9.8,18.8,ALDOB,"aldolase, fructose-bisphosphate B"
214425_at,17.7,24.7,21.6,32.8,40.1,42.8,44.6,25.4,30.1,36.0,23.7,23.7,34.0,28.2,30.2,30.1,36.9,AMBP,alpha-1-microglobulin/bikunin precursor
214426_x_at,16.3,22.5,16.9,22.7,15.8,18.2,55.2,24.7,32.1,37.1,22.8,30.4,15.8,25.9,28.7,37.5,11.8,CHAF1A,chromatin assembly factor 1 subunit A
214427_at,105.1,90.6,102.5,86.6,103.3,100.1,191.4,199.6,118.9,86.5,77.2,102.2,85.5,115.3,109.4,117.9,199.3,NOP2,NOP2 nucleolar protein
214428_x_at,352.4,582.8,837.4,572.8,491.4,544.9,528.4,514.5,128.8,526.6,813.7,559.6,384.8,359.4,356.7,265.3,249.8,C4B_2///C4B///C4A,"complement component 4B (Chido blood group), copy 2///complement component 4B (Chido blood group)///complement component 4A (Rodgers blood group)"
214429_at,112.5,132.4,108.1,94.0,113.7,98.0,63.8,108.3,97.4,102.2,81.6,85.7,101.5,107.1,104.7,96.2,86.0,MTMR6,myotubularin related protein 6
214430_at,111.0,105.4,153.3,93.2,120.4,112.5,145.7,185.7,185.3,95.8,85.3,78.1,132.0,81.5,104.9,89.5,157.8,GLA,galactosidase alpha
214431_at,54.8,58.1,74.4,58.9,65.7,65.1,71.9,63.3,49.9,57.4,80.3,54.9,59.0,88.1,66.2,78.3,61.4,GMPS,guanine monophosphate synthase
214432_at,13.5,9.2,9.7,10.3,2.2,12.6,15.5,3.3,12.6,11.1,3.7,6.3,11.6,11.7,17.5,21.1,1.6,LOC101927137///ATP1A3,uncharacterized LOC101927137///ATPase Na+/K+ transporting subunit alpha 3
214433_s_at,682.0,624.0,351.5,587.2,482.1,934.9,387.0,466.0,703.0,677.6,796.5,705.3,692.0,770.3,917.6,722.2,580.0,SELENBP1,selenium binding protein 1
214434_at,256.9,254.6,91.6,186.3,131.7,149.7,117.5,142.4,262.2,186.5,244.1,222.1,262.8,202.6,181.6,171.3,165.1,HSPA12A,heat shock protein family A (Hsp70) member 12A
214435_x_at,95.7,96.9,113.7,85.8,81.4,85.8,70.0,97.5,100.1,93.4,91.1,81.2,86.9,81.7,118.7,101.4,57.6,RALA,RALA Ras like proto-oncogene A
214436_at,69.7,73.8,113.7,61.3,58.8,98.8,60.4,39.8,16.3,95.5,95.5,35.9,52.4,110.3,68.7,47.2,45.0,FBXL2,F-box and leucine rich repeat protein 2
214437_s_at,41.0,48.3,71.2,32.3,42.5,42.8,7.7,32.7,13.8,25.3,47.2,37.7,39.6,43.2,11.2,20.5,18.8,SHMT2,serine hydroxymethyltransferase 2
214438_at,92.4,101.5,134.3,102.2,135.1,115.8,150.2,119.1,103.6,130.6,135.2,101.4,143.2,123.2,72.4,102.9,137.7,HLX,H2.0 like homeobox
214439_x_at,148.1,156.5,164.8,174.1,151.8,183.3,174.7,151.0,226.2,206.2,163.4,175.1,253.5,263.4,279.4,247.5,213.2,BIN1,bridging integrator 1
214440_at,61.1,68.2,71.0,46.2,62.3,52.6,58.9,42.7,57.9,54.2,49.1,39.9,48.1,39.6,41.7,42.5,56.1,NAT1,N-acetyltransferase 1
214441_at,20.9,27.2,29.0,33.0,35.6,16.3,8.3,24.0,16.1,16.1,32.0,23.6,30.9,17.8,10.9,21.0,25.0,STX6,syntaxin 6
214442_s_at,67.3,44.8,43.1,75.5,87.4,75.5,68.3,59.5,87.3,61.4,57.7,73.8,68.3,82.5,64.6,105.0,60.8,PIAS2,protein inhibitor of activated STAT 2
214443_at,12.4,8.7,33.3,19.5,32.8,37.7,62.9,39.5,49.0,30.7,27.5,16.1,11.4,15.6,21.9,19.0,40.8,PVR,poliovirus receptor
214444_s_at,4.0,5.8,6.4,6.5,4.5,7.4,23.2,36.4,17.3,5.0,3.6,9.4,4.7,4.0,4.9,12.5,36.4,PVR,poliovirus receptor
214445_at,20.5,22.7,39.5,19.7,45.0,17.3,41.9,37.9,25.0,15.6,12.0,12.0,18.5,17.1,21.0,19.8,17.8,ELL2,elongation factor for RNA polymerase II 2
214446_at,22.2,4.9,4.5,9.6,8.6,8.0,103.6,156.5,100.1,6.9,5.1,9.2,13.3,4.9,10.2,28.1,66.9,ELL2,elongation factor for RNA polymerase II 2
214447_at,18.8,5.3,34.2,19.7,36.3,26.4,39.9,58.8,42.3,31.7,32.2,21.0,39.4,15.8,18.5,23.3,33.9,ETS1,"ETS proto-oncogene 1, transcription factor"
214448_x_at,27.3,28.7,46.8,33.3,18.1,32.2,56.1,37.3,51.0,33.9,50.4,72.3,32.7,46.5,51.6,59.4,60.1,NFKBIB,NFKB inhibitor beta
214449_s_at,307.4,151.0,75.7,368.3,178.1,195.6,120.8,185.2,367.9,177.9,216.9,262.7,159.6,247.2,501.5,253.5,208.4,RHOQ,ras homolog family member Q
214450_at,7.2,24.8,4.0,6.9,8.9,7.9,13.6,8.3,7.2,11.0,11.4,8.6,5.3,4.3,8.8,9.8,6.6,CTSW,cathepsin W
214451_at,0.7,0.8,1.1,1.5,1.7,1.2,3.6,1.1,1.8,1.5,1.2,1.0,3.3,1.2,0.8,1.7,1.0,TFAP2B,transcription factor AP-2 beta
214452_at,39.4,51.1,36.6,26.7,20.9,22.0,32.7,23.5,21.9,19.1,39.2,11.9,20.2,17.6,22.2,19.2,20.2,BCAT1,branched chain amino acid transaminase 1
214453_s_at,114.0,135.7,171.6,96.3,69.2,152.0,64.9,70.3,96.5,223.3,150.3,99.1,128.8,96.8,83.9,83.8,49.2,IFI44,interferon induced protein 44
214454_at,32.4,36.1,66.6,45.0,54.0,61.2,89.0,44.4,59.3,51.1,69.7,82.5,52.0,45.6,80.6,32.8,61.5,ADAMTS2,ADAM metallopeptidase with thrombospondin type 1 motif 2
214455_at,9.3,6.7,1.3,7.8,38.0,1.9,9.9,13.2,17.4,6.5,5.0,0.9,6.1,0.7,14.2,1.2,13.7,HIST1H2BC///HIST1H2BI///HIST1H2BE///HIST1H2BF///HIST1H2BG,"histone cluster 1, H2bc///histone cluster 1, H2bi///histone cluster 1, H2be///histone cluster 1, H2bf///histone cluster 1, H2bg"
214456_x_at,1865.4,1190.1,288.5,1568.0,1707.7,1793.9,965.0,1885.1,3951.8,1514.8,1614.4,1550.6,2157.0,1985.7,1515.1,2413.3,2633.8,SAA2///SAA1,serum amyloid A2///serum amyloid A1
214457_at,13.0,20.2,28.1,14.1,3.0,3.1,11.5,5.2,1.6,9.9,13.7,3.7,21.9,2.9,8.4,2.1,3.2,HOXA2,homeobox A2
214458_at,23.4,15.4,23.7,19.1,20.6,8.8,9.2,16.6,20.6,20.4,8.9,18.6,21.1,20.3,17.3,22.8,19.1,TRAF3IP1,TRAF3 interacting protein 1
214459_x_at,2271.2,2756.5,2413.3,1753.0,3453.1,1421.7,2674.4,2964.0,3034.6,2508.9,2631.2,2284.1,2710.2,2663.4,2546.4,2285.9,2703.0,HLA-C,"major histocompatibility complex, class I, C"
214460_at,8.8,6.2,14.7,5.1,8.2,9.4,34.1,8.2,5.7,6.4,10.9,5.9,4.8,8.9,8.0,4.8,7.9,LSAMP,limbic system-associated membrane protein
214461_at,3.0,2.0,1.5,2.4,1.6,2.1,8.2,3.1,1.6,2.3,1.2,1.1,2.3,1.8,1.9,1.5,4.3,LBP,lipopolysaccharide binding protein
214462_at,28.7,22.0,32.9,33.0,37.8,27.8,32.0,33.1,24.1,33.9,22.2,14.4,24.8,17.2,20.0,14.3,15.7,SOCS6,suppressor of cytokine signaling 6
214463_x_at,9.6,6.0,5.8,3.1,3.1,6.3,12.0,5.2,4.2,4.5,6.4,3.1,4.2,6.8,4.0,3.2,3.0,HIST1H4J,"histone cluster 1, H4j"
214464_at,182.6,171.2,169.4,152.1,89.3,84.0,155.8,137.3,118.4,148.8,114.5,270.0,110.8,216.3,219.9,145.7,138.6,CDC42BPA,CDC42 binding protein kinase alpha
214465_at,2.3,3.3,5.6,5.1,7.5,5.9,10.8,3.5,5.6,6.1,2.4,3.3,3.2,3.7,3.9,5.2,3.0,ORM2///ORM1,orosomucoid 2///orosomucoid 1
214466_at,31.4,28.0,23.5,22.7,33.6,15.7,24.4,26.8,8.8,16.8,25.1,17.3,17.4,7.8,24.5,33.5,8.9,GJA5,gap junction protein alpha 5
214467_at,47.3,54.2,56.7,43.6,73.0,21.8,59.3,66.6,44.8,51.2,41.3,22.1,34.6,33.5,29.1,21.2,41.9,GPR65,G protein-coupled receptor 65
214468_at,12.3,1.1,1.1,1.1,1.8,14.4,5.7,1.0,1.6,2.9,7.5,0.9,2.7,1.7,0.5,1.2,3.5,MYH6,myosin heavy chain 6
214469_at,1.7,0.9,1.9,1.2,1.6,1.9,6.5,2.2,2.0,2.0,1.4,1.2,0.7,2.1,1.1,2.3,2.5,HIST1H2AE,"histone cluster 1, H2ae"
214470_at,202.7,192.5,70.2,64.7,111.9,103.8,100.3,79.0,44.6,46.2,93.6,81.4,88.6,89.5,94.7,64.9,40.1,KLRB1,killer cell lectin like receptor B1
214471_x_at,11.1,7.2,10.3,6.0,14.5,11.7,10.9,5.1,33.0,30.8,5.6,22.3,5.0,22.6,23.8,23.3,20.4,CGB1///LHB,chorionic gonadotropin beta subunit 1///luteinizing hormone beta polypeptide
214472_at,1.9,8.4,3.7,4.6,12.1,1.8,25.3,1.0,1.5,1.1,0.9,1.2,2.0,2.6,0.9,0.9,10.6,HIST1H3F///HIST1H3B///HIST1H3H///HIST1H3J///HIST1H3G///HIST1H3I///HIST1H3E///HIST1H3C///HIST1H3D///HIST1H3A///HIST1H2AD,"histone cluster 1, H3f///histone cluster 1, H3b///histone cluster 1, H3h///histone cluster 1, H3j///histone cluster 1, H3g///histone cluster 1, H3i///histone cluster 1, H3e///histone cluster 1, H3c///histone cluster 1, H3d///histone cluster 1, H3a///histone cluster 1, H2ad"
214473_x_at,154.5,131.5,237.4,178.3,127.1,93.4,116.8,98.4,111.5,128.6,127.0,75.1,135.7,119.2,109.4,82.0,101.2,PMS2P3,"PMS1 homolog 2, mismatch repair system component pseudogene 3"
214474_at,46.7,56.4,61.5,53.2,61.7,61.4,48.4,46.2,51.4,69.1,44.7,44.7,36.4,54.1,56.5,43.9,45.2,PRKAB2,protein kinase AMP-activated non-catalytic subunit beta 2
214475_x_at,0.8,1.8,21.8,4.2,4.5,3.1,6.1,1.2,1.0,2.4,3.1,2.3,2.1,3.0,1.6,1.3,1.2,CAPN3,calpain 3
214476_at,6.0,5.6,4.7,6.0,8.1,4.5,11.0,6.9,7.7,8.9,7.0,5.0,6.9,7.5,8.0,11.8,9.3,TFF2,trefoil factor 2
214477_at,0.9,0.7,1.0,0.7,1.0,1.1,10.9,1.3,0.6,1.8,1.0,0.6,1.4,0.6,0.5,0.6,1.0,MLLT1,"MLLT1, super elongation complex subunit"
214478_at,36.8,35.5,48.5,30.7,35.7,46.9,18.8,16.9,24.0,44.0,27.2,40.5,34.9,37.7,35.5,49.7,28.3,SPP2,secreted phosphoprotein 2
214479_at,6.7,5.0,6.0,4.8,10.4,8.1,11.8,7.0,6.8,9.1,6.2,5.2,4.3,5.5,5.2,6.5,6.8,GFRA3,GDNF family receptor alpha 3
214480_at,2.1,1.5,3.7,3.2,2.3,2.8,11.6,6.0,3.2,2.9,1.4,2.4,2.6,1.6,1.8,3.6,2.0,ETV3,ETS variant 3
214481_at,4.4,15.2,4.2,1.8,8.1,15.6,11.7,4.5,13.3,9.5,7.9,2.5,16.2,11.9,14.4,3.9,4.8,HIST1H2AM,"histone cluster 1, H2am"
214482_at,22.8,23.0,28.1,28.7,50.4,48.1,25.0,37.3,20.2,37.7,34.7,28.7,27.1,23.8,22.3,33.3,30.4,ZBTB25,zinc finger and BTB domain containing 25
214483_s_at,80.5,48.8,70.7,52.2,66.9,82.1,82.7,42.4,57.4,72.5,84.1,46.7,56.6,43.4,37.1,49.4,44.7,ARFIP1,ADP ribosylation factor interacting protein 1
214484_s_at,59.1,60.5,43.3,52.1,42.9,55.8,11.4,39.4,42.3,63.8,80.8,50.9,50.3,72.2,58.3,51.4,24.8,SIGMAR1,sigma non-opioid intracellular receptor 1
214485_at,21.2,32.3,28.1,30.2,45.4,37.1,70.6,23.3,15.1,33.3,20.9,19.0,21.5,19.0,22.1,32.4,18.7,ODF1,outer dense fiber of sperm tails 1
214486_x_at,74.9,97.1,58.2,100.7,152.4,114.8,105.8,124.3,134.8,122.7,139.8,167.9,116.9,162.2,164.7,156.8,160.9,CFLAR,CASP8 and FADD like apoptosis regulator
214487_s_at,92.3,86.7,80.6,58.9,62.0,63.4,55.1,55.8,41.6,74.7,73.1,28.2,78.0,45.5,45.7,44.2,30.3,RAP2B///RAP2A,"RAP2B, member of RAS oncogene family///RAP2A, member of RAS oncogene family"
214488_at,8.5,6.9,2.6,9.1,1.5,1.4,2.9,7.4,5.9,0.9,7.6,6.4,1.2,0.4,3.8,4.5,7.6,RAP2B,"RAP2B, member of RAS oncogene family"
214489_at,18.1,8.7,24.0,15.3,18.7,8.6,28.7,16.1,19.4,24.2,10.0,17.7,13.7,20.0,27.7,22.0,16.8,FSHB,follicle stimulating hormone beta subunit
214490_at,4.6,3.1,12.7,26.2,8.4,28.7,67.0,5.0,17.8,11.8,13.5,36.2,6.3,5.7,18.2,35.3,18.2,ARSF,arylsulfatase F
214491_at,4.1,5.9,4.7,7.4,9.4,8.5,21.1,4.9,2.9,7.4,6.6,6.5,4.3,6.1,6.0,5.4,6.5,SSTR3,somatostatin receptor 3
214492_at,32.9,47.9,56.6,34.3,57.7,59.1,54.3,31.3,60.8,30.4,34.2,27.5,26.8,18.9,35.9,29.0,33.5,SGCD,sarcoglycan delta
214493_s_at,1.5,3.5,8.3,5.6,2.2,1.1,11.3,1.2,2.7,1.3,2.7,0.8,6.5,1.2,1.6,1.7,8.2,PATJ,"PATJ, crumbs cell polarity complex component"
214494_s_at,98.9,100.3,92.1,111.3,131.0,158.6,114.5,121.6,134.2,170.7,130.8,170.9,127.1,153.4,133.7,119.5,99.3,LOC101930112///SPG7,"uncharacterized LOC101930112///SPG7, paraplegin matrix AAA peptidase subunit"
214495_at,7.1,6.9,28.5,6.4,34.4,23.2,43.9,10.7,6.5,17.1,12.3,5.8,3.6,5.2,4.9,13.5,8.9,CACNG2,calcium voltage-gated channel auxiliary subunit gamma 2
214496_x_at,122.8,131.0,115.2,111.9,104.5,95.6,107.2,110.7,104.4,110.6,99.3,155.0,116.1,177.5,180.2,98.5,107.3,KAT6B,lysine acetyltransferase 6B
214497_s_at,1.0,0.7,1.8,0.8,0.9,0.8,7.5,0.8,0.7,0.8,1.0,1.0,0.9,1.2,0.7,1.0,2.0,NHLH2,nescient helix-loop-helix 2
214498_at,22.3,14.8,33.5,27.3,64.3,26.0,49.7,30.3,37.5,47.4,7.6,17.3,20.3,22.7,17.9,21.7,44.1,ASIP,agouti signaling protein
214499_s_at,41.4,33.3,27.5,17.9,27.1,30.6,69.3,46.8,28.2,23.7,35.2,40.3,23.7,19.0,20.9,19.3,26.2,BCLAF1,BCL2 associated transcription factor 1
214500_at,86.8,94.7,81.2,37.4,96.6,54.4,49.6,57.1,36.4,48.0,55.4,39.2,64.8,49.2,44.0,35.3,37.4,H2AFY,H2A histone family member Y
214501_s_at,207.8,218.2,258.1,257.6,270.3,228.3,204.4,251.5,176.7,263.6,241.0,241.7,261.3,249.7,272.5,184.0,274.5,H2AFY,H2A histone family member Y
214502_at,0.9,0.9,0.9,0.8,1.3,1.1,4.5,1.1,0.8,1.1,0.7,1.0,1.5,0.6,0.7,1.2,1.7,HIST1H2BJ,"histone cluster 1, H2bj"
214503_x_at,1.7,1.0,2.2,2.6,3.4,2.4,5.8,1.7,2.8,2.1,2.2,1.9,2.0,1.5,1.4,2.0,3.5,GPR135,G protein-coupled receptor 135
214504_at,3.3,1.8,2.2,2.6,2.7,4.3,10.7,2.9,5.0,4.7,3.3,2.8,2.6,2.7,3.3,4.6,3.2,ABO,"ABO blood group (transferase A, alpha 1-3-N-acetylgalactosaminyltransferase; transferase B, alpha 1-3-galactosyltransferase)"
214505_s_at,2279.5,1644.8,631.7,2393.7,1448.5,990.0,2460.9,2522.5,1591.3,1851.8,1841.9,1305.8,1872.4,1740.8,1453.0,1641.9,1901.9,FHL1,four and a half LIM domains 1
214506_at,28.7,37.0,45.5,54.1,61.9,48.5,76.8,38.6,42.9,47.5,39.7,33.5,39.4,40.3,37.7,49.6,45.7,GPR182,G protein-coupled receptor 182
214507_s_at,15.2,14.8,7.5,9.8,5.3,12.6,11.3,8.9,3.1,3.3,10.0,11.4,21.4,19.5,9.4,7.1,9.2,EXOSC2,exosome component 2
214508_x_at,63.0,77.7,100.5,87.3,213.9,88.6,398.6,325.3,272.0,88.5,78.5,112.5,113.4,96.3,158.7,212.4,220.8,CREM,cAMP responsive element modulator
214509_at,3.3,15.7,8.8,9.6,10.3,5.7,9.3,4.6,3.6,2.5,2.3,5.7,4.5,4.6,8.5,2.0,7.2,HIST1H3I,"histone cluster 1, H3i"
214510_at,15.5,11.8,19.8,11.3,21.3,3.5,10.2,10.9,2.3,9.6,18.8,7.4,5.2,14.9,3.5,2.5,9.2,GPR20,G protein-coupled receptor 20
