0,C25,C24,C31,C32
ENSG00000171988.19,3067,3905,1920,2222
ENSG00000234369.1,8,7,12,5
ENSG00000270421.1,0,0,0,0
ENSG00000221063.3,0,0,2,0
ENSG00000235816.3,0,0,0,1
ENSG00000272767.1,47,25,28,20
ENSG00000224412.1,0,0,0,0
ENSG00000165476.14,2165,3458,1499,1863
ENSG00000286373.1,0,6,2,7
ENSG00000232075.1,0,0,0,0
ENSG00000270352.1,0,0,0,0
ENSG00000228566.2,0,0,0,0
ENSG00000213609.3,6,13,5,15
ENSG00000226426.1,0,0,0,0
ENSG00000235489.4,12,7,4,8
ENSG00000233900.1,0,0,0,0
ENSG00000270648.1,0,0,0,0
ENSG00000216740.2,0,1,1,0
ENSG00000224714.3,0,0,0,0
ENSG00000270754.1,0,0,0,0
ENSG00000282906.1,0,0,0,0
ENSG00000227173.1,0,0,0,0
ENSG00000233724.1,0,0,0,0
ENSG00000235356.2,0,0,0,0
ENSG00000228065.11,125,148,202,182
ENSG00000183230.17,28,886,78,89
ENSG00000273360.1,0,0,0,0
ENSG00000277056.1,0,0,0,0
ENSG00000198739.11,338,168,244,121
ENSG00000225299.1,0,0,0,0
ENSG00000226448.1,0,0,0,0
ENSG00000276866.1,0,0,0,0
ENSG00000213606.3,0,0,2,1
ENSG00000225922.1,0,0,0,0
ENSG00000108176.15,439,216,279,351
ENSG00000212520.1,0,0,0,0
ENSG00000239942.2,0,0,0,0
ENSG00000237141.1,0,0,0,0
ENSG00000272892.1,3,4,0,2
ENSG00000252113.2,0,0,0,0
ENSG00000219932.6,11,11,4,8
ENSG00000096717.12,862,1407,998,1082
ENSG00000148634.15,2046,1624,1349,1295
ENSG00000226318.1,9,11,2,4
ENSG00000266467.2,0,0,0,0
ENSG00000236375.3,1,0,1,1
ENSG00000138347.16,20,48,4,7
ENSG00000222371.1,0,0,0,0
ENSG00000179774.9,0,1,0,1
ENSG00000233590.1,0,0,0,0
ENSG00000234102.1,0,0,0,0
ENSG00000108187.16,169,161,112,137
ENSG00000096746.17,4063,4125,3696,4464
ENSG00000204130.14,902,721,439,456
ENSG00000138346.15,233,106,130,198
ENSG00000234806.1,0,0,0,0
ENSG00000199638.1,0,0,0,0
ENSG00000122912.15,803,780,475,569
ENSG00000226493.1,0,0,0,1
ENSG00000207438.1,0,0,0,0
ENSG00000214881.4,5,2,6,3
ENSG00000138336.9,175,119,84,155
ENSG00000213025.2,6,2,1,7
ENSG00000227583.1,0,3,1,0
ENSG00000260400.1,19,27,46,52
ENSG00000270494.1,0,0,0,0
ENSG00000060339.14,3194,2792,2338,2211
ENSG00000195401.2,0,0,0,0
ENSG00000283551.1,0,0,0,0
ENSG00000221184.1,17,14,13,6
ENSG00000165730.16,66,284,356,122
ENSG00000200218.1,0,0,0,0
ENSG00000285871.1,0,1,1,0
ENSG00000107625.13,2005,2139,1623,1978
ENSG00000206855.1,0,0,0,0
ENSG00000165732.13,7406,4065,1993,3229
ENSG00000198954.9,1637,1305,1096,1119
ENSG00000214875.2,1,0,0,0
ENSG00000229001.1,0,0,0,0
ENSG00000122862.5,44,1,0,7
ENSG00000274008.1,0,0,0,0
ENSG00000122958.15,1931,3338,2613,2671
ENSG00000233163.1,0,0,0,0
ENSG00000156502.14,801,858,651,960
ENSG00000229261.1,8,6,6,14
ENSG00000156510.13,144,99,101,316
ENSG00000231748.1,0,0,0,0
ENSG00000156515.23,4364,4101,3348,3973
ENSG00000229197.1,0,1,0,0
ENSG00000075073.15,1,1,2,1
ENSG00000232734.1,0,0,0,0
ENSG00000099282.10,85,1527,246,113
ENSG00000287306.1,2,35,7,6
ENSG00000233197.1,0,0,0,0
ENSG00000122859.5,0,0,0,0
ENSG00000236154.1,0,0,0,0
ENSG00000230755.1,0,0,0,0
ENSG00000235803.1,0,0,0,0
ENSG00000235524.1,0,0,0,0
ENSG00000231152.1,0,0,0,0
ENSG00000226794.1,0,0,0,0
ENSG00000171224.9,57,33,82,68
ENSG00000235645.2,0,0,0,0
ENSG00000230469.1,0,0,0,0
ENSG00000197467.15,1718,1783,2025,1208
ENSG00000224222.2,0,2,3,3
ENSG00000099284.14,808,499,589,572
ENSG00000042286.15,471,299,534,545
ENSG00000156521.14,242,338,361,410
ENSG00000079332.15,6359,4839,4676,5357
ENSG00000229097.1,28,13,23,29
ENSG00000232142.1,0,0,0,0
ENSG00000180817.12,2520,1543,1478,1429
ENSG00000148734.8,0,7,1,1
ENSG00000172731.14,204,446,330,310
ENSG00000224725.3,5,3,6,2
ENSG00000148730.7,4276,6293,4473,3965
ENSG00000156574.10,0,0,0,0
ENSG00000280401.1,2,0,1,2
ENSG00000107719.9,86,207,110,212
ENSG00000230661.1,0,0,0,0
ENSG00000180644.8,1,0,0,0
ENSG00000138316.11,1157,448,93,46
ENSG00000166220.12,0,0,0,0
ENSG00000231366.1,0,0,0,0
ENSG00000166224.17,1535,1151,518,718
ENSG00000166228.9,402,267,312,584
ENSG00000285300.1,0,0,0,0
ENSG00000271409.1,0,0,0,0
ENSG00000259267.3,1,0,0,1
ENSG00000107731.12,10454,10998,2950,8508
ENSG00000237512.6,53,37,43,13
ENSG00000198246.9,122,103,165,164
ENSG00000279406.1,2,7,7,2
ENSG00000107736.21,25,10,7,12
ENSG00000223817.1,0,0,0,0
ENSG00000214688.6,0,2,0,5
ENSG00000107738.20,4,79,26,12
ENSG00000274824.1,0,0,0,0
ENSG00000197746.14,28166,67915,55290,50153
ENSG00000238446.1,0,0,1,0
ENSG00000230526.1,0,0,1,0
ENSG00000122863.6,2115,3623,1197,2162
ENSG00000272988.1,0,0,0,0
ENSG00000107742.13,23,22,12,21
ENSG00000138303.18,708,771,615,621
ENSG00000200294.1,0,0,0,0
ENSG00000226701.1,1,0,0,1
ENSG00000166295.9,1656,2161,1645,1808
ENSG00000200170.1,4,7,10,2
ENSG00000168209.5,5306,4280,3192,4956
ENSG00000269926.1,1,2,4,7
ENSG00000148719.15,1251,1750,1235,1321
ENSG00000107745.19,1600,2543,2576,2081
ENSG00000202513.1,0,0,0,0
ENSG00000282915.1,0,2,0,3
ENSG00000276531.1,0,0,0,0
ENSG00000226163.1,0,0,0,0
ENSG00000230609.1,0,0,0,0
ENSG00000272536.2,0,0,0,0
ENSG00000231471.1,0,0,0,0
ENSG00000238215.1,0,0,0,0
ENSG00000201881.1,0,0,0,0
ENSG00000156026.14,1339,1828,1076,1238
ENSG00000266719.1,0,0,0,0
ENSG00000280166.1,0,0,0,0
ENSG00000279502.1,0,0,0,0
ENSG00000272627.1,0,1,1,0
ENSG00000138315.13,4,2,1,4
ENSG00000215086.2,3,8,14,9
ENSG00000138308.6,0,1,0,3
ENSG00000213700.3,48,53,38,23
ENSG00000122884.12,7612,8318,6016,4873
ENSG00000232646.1,0,0,0,0
ENSG00000237768.2,0,0,0,0
ENSG00000201047.1,0,0,0,0
ENSG00000272630.1,12,23,45,26
ENSG00000166321.14,70,78,45,69
ENSG00000272599.2,75,23,13,22
ENSG00000221164.1,24,7,3,7
ENSG00000122882.11,1392,1401,1002,1079
ENSG00000138286.15,779,761,748,616
ENSG00000213551.7,1043,547,502,830
ENSG00000199201.1,0,0,0,0
ENSG00000227382.1,0,2,4,0
ENSG00000288559.1,62,74,36,53
ENSG00000236756.4,7,1,1,5
ENSG00000182180.14,2206,2121,1728,1974
ENSG00000227540.1,31,32,34,37
ENSG00000156042.18,38,139,97,86
ENSG00000200356.1,0,0,0,0
ENSG00000207473.1,0,0,0,0
ENSG00000138279.16,3722,5075,4383,4092
ENSG00000233144.1,0,0,0,0
ENSG00000229659.1,11,12,13,17
ENSG00000166343.10,44,42,62,71
ENSG00000107758.16,2563,3334,2213,2259
ENSG00000221817.10,81,54,46,68
ENSG00000166348.18,341,1187,1683,1312
ENSG00000207327.1,0,0,1,0
ENSG00000237139.1,0,0,0,0
ENSG00000268584.1,5,11,1,1
ENSG00000272791.1,7,3,8,6
ENSG00000177791.12,2,0,3,3
ENSG00000166317.12,0,0,0,0
ENSG00000271848.2,0,2,1,0
ENSG00000172650.13,14,12,6,12
ENSG00000242288.9,0,0,0,0
ENSG00000271816.1,9,12,9,4
ENSG00000272140.2,24,12,13,17
ENSG00000252072.1,0,0,0,0
ENSG00000242338.6,27,14,10,5
ENSG00000250959.2,68,76,36,47
ENSG00000235316.1,50,52,61,54
ENSG00000270808.1,0,1,0,0
ENSG00000279088.1,119,109,172,179
ENSG00000176986.16,2577,2217,2344,2809
ENSG00000279689.1,6,7,9,9
ENSG00000196968.11,967,1981,1286,1208
ENSG00000172586.8,674,703,638,578
ENSG00000214655.11,2285,3444,2822,3768
ENSG00000280238.1,0,0,0,0
ENSG00000272589.1,0,0,0,0
ENSG00000272916.5,1,2,0,1
ENSG00000166507.19,10,12,13,20
ENSG00000148660.20,946,706,728,743
ENSG00000224195.1,0,0,1,0
ENSG00000229990.3,0,0,0,0
ENSG00000122861.16,3711,2385,948,622
ENSG00000222047.9,23,48,10,9
ENSG00000035403.18,13217,11166,5295,6075
ENSG00000225761.1,0,2,1,0
ENSG00000185009.12,1805,1969,1380,1697
ENSG00000156110.14,772,762,296,387
ENSG00000236900.1,0,0,0,0
ENSG00000214629.3,1,0,0,0
ENSG00000213731.2,0,0,0,0
ENSG00000232342.7,0,0,0,0
ENSG00000226253.1,0,0,0,0
ENSG00000206756.1,0,0,0,0
ENSG00000271710.1,0,0,0,0
ENSG00000214626.2,0,2,0,0
ENSG00000213525.3,0,0,0,0
ENSG00000272748.1,0,0,0,0
ENSG00000156650.14,1210,1622,978,1250
ENSG00000234149.1,1,0,0,0
ENSG00000227186.1,0,0,0,0
ENSG00000188716.5,0,0,0,0
ENSG00000285810.1,0,0,0,0
ENSG00000237882.1,2,1,0,0
ENSG00000079393.20,1,0,0,0
ENSG00000156671.15,1617,1959,1290,1259
ENSG00000232437.1,0,0,0,0
ENSG00000165637.13,2913,1795,1580,2039
ENSG00000165644.11,126,56,113,135
ENSG00000226051.8,0,0,0,0
ENSG00000227271.1,0,0,0,0
ENSG00000233313.2,0,0,0,0
ENSG00000270087.5,0,0,0,0
ENSG00000223428.1,0,0,0,0
ENSG00000236797.1,0,0,1,0
ENSG00000165655.17,240,368,534,584
ENSG00000237149.5,26,46,43,57
ENSG00000273248.1,0,0,0,1
ENSG00000272692.2,0,0,4,3
ENSG00000236842.1,0,0,0,1
ENSG00000148655.15,9,62,57,125
ENSG00000279814.1,0,0,0,0
ENSG00000207583.1,0,0,0,0
ENSG00000286715.1,0,0,0,0
ENSG00000268659.2,0,0,0,0
ENSG00000228280.1,0,0,0,0
ENSG00000265486.2,0,0,0,0
ENSG00000201954.1,0,0,0,0
ENSG00000278992.1,0,0,0,0
ENSG00000230575.1,0,0,0,0
ENSG00000269256.1,0,4,0,0
ENSG00000252888.1,0,0,0,0
ENSG00000224948.1,0,0,0,0
ENSG00000156113.24,6506,16791,5527,4724
ENSG00000236467.8,0,1,19,2
ENSG00000225497.5,0,0,0,0
ENSG00000224500.1,0,0,0,0
ENSG00000225652.2,0,0,0,0
ENSG00000228092.1,2,0,1,0
ENSG00000199592.1,0,0,0,0
ENSG00000213514.2,10,15,1,6
ENSG00000277981.1,0,0,1,0
ENSG00000199664.1,0,0,0,0
ENSG00000213513.3,8,6,1,1
ENSG00000228748.2,0,0,3,0
ENSG00000151208.17,4051,4208,3116,2947
ENSG00000204049.1,2,0,0,0
ENSG00000243446.3,0,0,0,0
ENSG00000233871.2,15,23,26,17
ENSG00000234612.1,0,0,0,0
ENSG00000274686.1,0,0,0,0
ENSG00000148606.13,1538,1095,687,997
ENSG00000138326.21,16383,19832,10812,14984
ENSG00000231957.2,0,0,0,0
ENSG00000283096.1,0,0,0,0
ENSG00000282863.1,0,0,0,0
ENSG00000230417.12,0,5,2,7
ENSG00000288090.1,0,0,0,0
ENSG00000229543.1,0,0,0,0
ENSG00000230229.1,0,0,0,0
ENSG00000201393.1,0,0,0,0
ENSG00000282952.1,0,0,0,0
ENSG00000228683.1,3,0,0,0
ENSG00000224596.8,22,28,18,22
ENSG00000229569.1,0,1,0,0
ENSG00000108175.17,4400,2509,2739,3336
ENSG00000108179.14,1067,572,1021,857
ENSG00000165424.7,3388,7498,4843,4443
ENSG00000235426.2,0,1,2,0
ENSG00000259021.2,0,0,0,0
ENSG00000241317.1,0,0,0,0
ENSG00000235705.6,0,0,0,0
ENSG00000253626.3,89,43,81,127
ENSG00000271985.1,0,0,0,0
ENSG00000232965.1,0,0,0,0
ENSG00000185303.17,0,0,0,0
ENSG00000219430.2,0,0,0,0
ENSG00000225827.1,0,0,0,0
ENSG00000122852.15,0,0,0,0
ENSG00000226676.1,0,0,0,0
ENSG00000244733.5,2,2,1,0
ENSG00000225484.7,349,321,223,299
ENSG00000272489.1,0,0,0,0
ENSG00000280355.1,78,57,32,51
ENSG00000278616.1,0,0,0,0
ENSG00000224886.2,23,21,12,18
ENSG00000188199.10,2,15,6,5
ENSG00000272447.1,108,98,95,110
ENSG00000228570.7,1,5,5,10
ENSG00000214695.3,0,0,0,0
ENSG00000204437.7,0,0,0,0
ENSG00000214584.3,0,2,4,1
ENSG00000283913.1,1,1,0,1
ENSG00000283101.1,0,0,0,0
ENSG00000242600.8,10,3,4,6
ENSG00000133661.16,2,3,1,0
ENSG00000273372.1,1,0,4,3
ENSG00000280259.1,0,0,0,0
ENSG00000235924.1,0,0,0,0
ENSG00000225100.2,0,0,0,0
ENSG00000229616.2,0,0,0,0
ENSG00000224760.4,0,0,0,0
ENSG00000236217.4,0,0,0,0
ENSG00000227515.3,0,0,1,0
ENSG00000230091.6,88,112,33,34
ENSG00000282432.1,0,0,0,0
ENSG00000133678.14,445,568,379,403
ENSG00000279399.1,0,0,1,0
ENSG00000230171.1,0,0,0,0
ENSG00000189129.14,255,3042,1119,2514
ENSG00000122359.18,1599,2073,1843,2105
ENSG00000237523.2,5,16,8,7
ENSG00000234319.1,0,0,0,0
ENSG00000234382.2,0,0,0,0
ENSG00000234743.1,9,1,25,33
ENSG00000279359.1,0,0,0,0
ENSG00000151224.13,1,1,1,4
ENSG00000232950.1,0,0,0,0
ENSG00000235858.1,0,0,0,0
ENSG00000170788.14,0,0,0,0
ENSG00000133665.13,2,0,0,0
ENSG00000122378.14,1418,3099,6027,4799
ENSG00000108219.15,1329,1666,2143,1866
ENSG00000226659.1,0,0,0,0
ENSG00000178217.14,2,0,1,8
ENSG00000231082.1,0,0,0,0
ENSG00000233353.1,0,0,0,0
ENSG00000233703.1,0,0,0,0
ENSG00000231060.1,0,0,0,0
ENSG00000227209.1,0,0,0,0
ENSG00000226466.2,0,0,0,0
ENSG00000287358.1,0,0,0,1
ENSG00000185737.13,0,0,1,0
ENSG00000285739.1,0,0,0,0
ENSG00000229458.2,0,0,0,0
ENSG00000225738.2,0,0,0,0
ENSG00000207275.1,0,0,0,0
ENSG00000200774.1,0,0,0,0
ENSG00000234931.1,0,0,0,0
ENSG00000233945.2,0,0,0,0
ENSG00000286876.1,0,0,0,0
ENSG00000223565.1,0,0,0,0
ENSG00000212324.1,0,0,0,0
ENSG00000233258.1,0,0,0,0
ENSG00000200789.1,0,0,0,0
ENSG00000212769.5,0,0,2,1
ENSG00000271933.1,0,0,0,0
ENSG00000165678.21,4960,5275,4464,4537
ENSG00000285972.1,0,5,0,11
ENSG00000188373.5,0,0,0,2
ENSG00000148600.15,20,16,1,68
ENSG00000204033.10,0,0,0,0
ENSG00000148604.15,0,0,0,0
ENSG00000148602.6,0,0,0,0
ENSG00000229404.6,9,8,13,13
ENSG00000107771.17,2347,2541,1594,1767
ENSG00000233189.1,0,0,0,0
ENSG00000225423.1,1,4,0,2
ENSG00000225928.2,0,0,0,0
ENSG00000178429.9,9,17,18,26
ENSG00000288218.1,0,0,0,0
ENSG00000237267.1,0,0,0,0
ENSG00000287057.1,0,0,0,0
ENSG00000223993.2,0,0,0,0
ENSG00000224504.2,0,0,0,0
ENSG00000230962.2,0,0,0,0
ENSG00000279910.1,0,0,0,0
ENSG00000223064.1,0,0,0,0
ENSG00000280134.1,0,0,0,0
ENSG00000234942.3,0,0,0,0
ENSG00000182771.19,19,1,1,10
ENSG00000278333.1,0,0,0,0
ENSG00000270002.1,0,0,0,0
ENSG00000252292.1,0,0,0,0
ENSG00000236606.1,0,0,0,0
ENSG00000200487.1,0,0,0,0
ENSG00000199104.2,0,0,0,0
ENSG00000287475.1,0,0,0,0
ENSG00000286359.1,0,0,0,0
ENSG00000062650.19,2492,2151,1354,1726
ENSG00000212332.1,0,0,0,0
ENSG00000227896.2,30,29,25,29
ENSG00000230507.5,0,0,0,2
ENSG00000122375.12,0,0,0,0
ENSG00000122367.20,7,23,4,9
ENSG00000272631.1,36,81,82,54
ENSG00000107779.14,1560,2647,1677,1463
ENSG00000270874.1,0,0,0,0
ENSG00000200176.1,0,1,0,0
ENSG00000173269.14,1,44,10,32
ENSG00000281974.1,0,0,0,0
ENSG00000173267.14,20,108,31,228
ENSG00000272734.1,35,98,10,107
ENSG00000148671.14,0,0,0,4
ENSG00000273413.1,0,0,0,0
ENSG00000271880.1,1,0,0,3
ENSG00000240089.2,0,0,0,0
ENSG00000151303.11,0,1,0,1
ENSG00000272508.1,0,0,0,0
ENSG00000261011.1,0,0,0,0
ENSG00000229969.1,0,0,0,0
ENSG00000188100.9,0,0,0,0
ENSG00000271573.1,0,0,0,0
ENSG00000200253.1,3,12,5,10
ENSG00000148672.9,3573,3684,2066,2400
ENSG00000122376.11,857,763,506,703
ENSG00000237280.1,1,3,2,0
ENSG00000273946.1,0,0,0,0
ENSG00000223482.8,935,848,449,600
ENSG00000287077.1,1,2,0,1
ENSG00000285257.1,22,25,10,19
ENSG00000184923.12,3,15,10,14
ENSG00000224914.4,145,242,116,136
ENSG00000214562.14,27,82,43,77
ENSG00000237740.1,1,0,0,0
ENSG00000236417.2,0,0,0,0
ENSG00000228055.3,0,1,0,0
ENSG00000231569.1,0,0,0,0
ENSG00000286445.1,1,1,1,0
ENSG00000283672.1,0,0,0,0
ENSG00000107789.16,568,1017,955,751
ENSG00000223761.1,0,0,0,0
ENSG00000225913.2,0,0,0,0
ENSG00000196566.2,3,1,4,3
ENSG00000234192.1,0,0,0,0
ENSG00000198682.13,6026,1538,1721,2174
ENSG00000138138.13,2272,2541,1721,1697
ENSG00000223820.5,14,39,21,13
ENSG00000243782.3,0,0,0,0
ENSG00000227268.4,25,33,24,30
ENSG00000171862.11,3787,3858,2361,2896
ENSG00000224745.1,9,3,3,2
ENSG00000213613.2,8,7,0,4
ENSG00000200891.1,0,0,0,0
ENSG00000227905.1,0,0,0,0
ENSG00000275015.1,0,0,0,0
ENSG00000184719.12,102,276,91,140
ENSG00000201548.1,0,0,0,0
ENSG00000204022.9,0,3,0,3
ENSG00000237205.1,0,0,0,0
ENSG00000182333.15,0,0,0,0
ENSG00000271408.1,0,0,0,0
ENSG00000204021.4,0,0,0,0
ENSG00000226358.1,0,0,0,0
ENSG00000204020.6,0,0,0,0
ENSG00000235150.1,0,0,0,0
ENSG00000173239.14,0,0,0,0
ENSG00000152766.6,1,3,0,3
ENSG00000234256.2,0,0,0,0
ENSG00000138134.12,77,83,72,163
ENSG00000180139.11,2,2,2,1
ENSG00000107796.13,4664,1901,1176,1152
ENSG00000286116.1,1,2,4,5
ENSG00000026103.22,794,1456,1689,752
ENSG00000275693.1,0,0,0,0
ENSG00000261438.1,0,0,0,0
ENSG00000265375.1,0,0,0,0
ENSG00000283664.1,0,0,0,0
ENSG00000233292.1,1,0,0,0
ENSG00000138135.7,3,85,3,21
ENSG00000107798.18,2177,1814,1995,1776
ENSG00000119922.10,154,583,536,349
ENSG00000232110.8,2,13,7,8
ENSG00000119917.14,200,1373,800,519
ENSG00000224289.1,0,0,0,0
ENSG00000204010.3,1,0,0,0
ENSG00000185745.10,49,635,319,225
ENSG00000152778.9,721,945,463,453
ENSG00000152779.14,53,63,4,32
ENSG00000234452.5,0,0,0,0
ENSG00000152782.16,264,372,337,351
ENSG00000198997.2,0,2,0,0
ENSG00000249962.1,0,0,0,0
ENSG00000232936.6,0,1,2,1
ENSG00000225836.1,0,0,0,0
ENSG00000235100.4,9,11,9,9
ENSG00000240996.1,0,3,1,5
ENSG00000138182.14,572,133,154,602
ENSG00000283578.1,0,0,0,0
ENSG00000232229.6,1,1,0,0
ENSG00000270670.1,0,0,0,0
ENSG00000280560.2,0,0,0,0
ENSG00000226159.2,0,0,0,0
ENSG00000228938.3,0,1,1,2
ENSG00000287150.1,0,0,0,0
ENSG00000222451.1,0,0,0,0
ENSG00000236373.2,0,0,0,0
ENSG00000224750.6,1,30,0,10
ENSG00000238291.1,0,17,0,2
ENSG00000283053.1,0,0,0,0
ENSG00000148680.16,24,1,4,2
ENSG00000148688.14,524,656,489,575
ENSG00000222305.1,0,0,0,0
ENSG00000148677.7,3140,38,15,35
ENSG00000201604.1,0,0,0,0
ENSG00000225519.1,0,0,0,0
ENSG00000273124.1,0,0,2,0
ENSG00000224851.2,0,0,0,0
ENSG00000220585.4,0,0,0,0
ENSG00000234043.3,1,3,2,0
ENSG00000286981.1,0,0,0,0
ENSG00000180628.15,598,1014,298,467
ENSG00000165338.16,1103,1828,1748,987
ENSG00000271385.1,0,0,0,0
ENSG00000223876.1,0,0,0,0
ENSG00000119938.9,288,2627,1531,1662
ENSG00000213449.2,0,0,0,0
ENSG00000228759.1,0,0,0,0
ENSG00000228701.2,2,3,4,14
ENSG00000107854.6,3473,4494,2733,2781
ENSG00000180581.7,182,164,132,136
ENSG00000273497.1,0,0,0,0
ENSG00000174721.10,37,130,65,112
ENSG00000272817.1,3,2,6,4
ENSG00000095564.14,2133,1918,1429,1701
ENSG00000107864.15,62,131,84,119
ENSG00000252993.1,0,0,0,0
ENSG00000214549.2,0,0,0,0
ENSG00000213484.2,0,0,0,0
ENSG00000221042.1,0,0,0,0
ENSG00000105988.6,22,13,12,21
ENSG00000199881.1,1,0,0,0
ENSG00000198060.10,1308,1607,1046,1116
ENSG00000202297.1,0,0,0,0
ENSG00000232709.1,0,0,0,0
ENSG00000286795.1,0,0,0,0
ENSG00000119912.17,2514,2204,1746,1787
ENSG00000138160.6,1391,354,268,1331
ENSG00000184111.6,0,0,0,0
ENSG00000264313.2,0,0,0,0
ENSG00000236493.2,15,7,11,10
ENSG00000152804.11,3,5,1,1
ENSG00000201412.1,0,0,0,0
ENSG00000138190.17,102,176,106,190
ENSG00000225118.1,0,0,0,0
ENSG00000226425.1,0,0,0,0
ENSG00000187553.10,0,3,0,0
ENSG00000285846.1,0,0,0,0
ENSG00000279607.1,0,0,0,0
ENSG00000095596.12,0,0,0,0
ENSG00000232805.1,0,0,0,0
ENSG00000237417.1,1,3,1,0
ENSG00000213432.2,0,0,1,4
ENSG00000138119.17,12777,12918,5810,5873
ENSG00000138180.16,657,120,58,497
ENSG00000212396.1,0,0,0,0
ENSG00000186188.11,0,4,6,0
ENSG00000138207.14,36,11,81,27
ENSG00000095464.10,0,0,0,0
ENSG00000148690.12,714,673,606,610
ENSG00000108231.14,0,287,35,55
ENSG00000280660.1,1,11,0,1
ENSG00000280485.1,0,0,0,0
ENSG00000227995.1,0,0,0,0
ENSG00000176273.15,266,443,263,275
ENSG00000180764.13,42,35,43,51
ENSG00000138193.16,1954,4477,2538,2492
ENSG00000232913.8,0,0,0,0
ENSG00000231575.1,0,0,1,0
ENSG00000234724.1,0,3,2,2
ENSG00000206631.1,0,0,0,0
ENSG00000228553.1,0,0,0,0
ENSG00000268894.7,7,9,5,4
ENSG00000273450.1,3,0,2,2
ENSG00000173145.11,992,677,508,582
ENSG00000108239.9,468,948,376,593
ENSG00000119969.15,402,321,223,519
ENSG00000244332.1,1,0,1,0
ENSG00000235746.1,0,0,0,0
ENSG00000108242.13,0,0,0,0
ENSG00000276490.1,0,0,0,0
ENSG00000165841.11,0,0,0,0
ENSG00000230338.1,0,0,0,0
ENSG00000235199.1,0,0,0,0
ENSG00000225354.1,0,0,0,0
ENSG00000138109.11,0,0,0,0
ENSG00000233377.1,0,0,0,0
ENSG00000228460.1,0,0,0,0
ENSG00000260863.1,0,0,0,0
ENSG00000237885.1,0,0,0,0
ENSG00000138115.14,6,10,16,34
ENSG00000231829.4,2,1,2,0
ENSG00000288526.1,3,2,1,7
ENSG00000274691.1,0,1,0,2
ENSG00000225533.1,0,1,0,0
ENSG00000173124.14,0,0,0,0
ENSG00000234026.1,4,3,7,8
ENSG00000107438.9,650,357,360,439
ENSG00000095637.22,365,915,1084,690
ENSG00000214362.2,0,0,0,1
ENSG00000059573.9,5814,5302,5251,5452
ENSG00000119977.21,1141,1299,1162,1239
ENSG00000138185.20,3,11,12,15
ENSG00000226688.7,509,452,281,361
ENSG00000240527.1,0,0,0,0
ENSG00000270099.1,0,0,0,0
ENSG00000188649.15,2,5,2,1
ENSG00000227805.1,0,0,0,0
ENSG00000107443.16,387,302,260,297
ENSG00000266407.1,0,0,0,0
ENSG00000200728.1,0,0,0,0
ENSG00000287009.1,6,3,6,4
ENSG00000177853.14,730,694,822,874
ENSG00000095585.17,0,6,16,7
ENSG00000229417.1,0,0,0,0
ENSG00000229418.2,0,0,0,0
ENSG00000107447.8,0,0,0,0
ENSG00000197430.11,0,0,0,0
ENSG00000095587.9,351,150,24,50
ENSG00000077147.16,10700,11534,7859,8735
ENSG00000235677.1,0,2,0,2
ENSG00000155629.15,73,23,2,19
ENSG00000202047.1,0,0,0,0
ENSG00000227032.1,0,0,0,0
ENSG00000207287.1,0,0,0,0
ENSG00000236552.2,792,1729,987,1443
ENSG00000207976.1,0,0,0,0
ENSG00000196233.14,945,959,595,568
ENSG00000232875.1,0,0,0,0
ENSG00000187122.17,4,0,5,6
ENSG00000234855.2,0,0,0,0
ENSG00000269891.2,0,0,0,0
ENSG00000286683.1,0,0,0,0
ENSG00000213390.11,277,175,140,209
ENSG00000231398.1,0,0,0,0
ENSG00000277308.1,0,0,0,0
ENSG00000237169.1,0,0,0,0
ENSG00000165879.9,72,140,121,121
ENSG00000181274.7,230,205,276,237
ENSG00000225850.3,0,4,3,4
ENSG00000052749.14,1534,719,625,967
ENSG00000231508.1,0,0,0,0
ENSG00000231970.1,0,2,0,1
ENSG00000200737.1,1,6,1,2
ENSG00000171314.9,4791,2719,2130,1994
ENSG00000171311.13,770,693,658,721
ENSG00000171307.19,1253,1270,1270,1395
ENSG00000155229.21,1874,1713,1520,1866
ENSG00000165886.5,1104,1282,1090,799
ENSG00000165887.12,2,2,1,0
ENSG00000241935.9,1,1,1,4
ENSG00000249967.1,0,0,0,0
ENSG00000203942.5,0,0,0,0
ENSG00000171160.18,347,425,260,346
ENSG00000155252.13,810,1015,937,833
ENSG00000119986.7,87,754,305,588
ENSG00000155254.13,3777,4851,3100,4410
ENSG00000155256.17,536,425,438,451
ENSG00000120057.5,8,1,4,4
ENSG00000227356.2,0,0,0,0
ENSG00000155265.11,1,11,1,11
ENSG00000095713.14,8,187,27,12
ENSG00000278752.1,0,0,0,0
ENSG00000166024.13,443,566,576,486
ENSG00000138131.4,1157,409,376,429
ENSG00000230928.1,0,0,2,0
ENSG00000119943.13,232,85,153,153
ENSG00000284415.1,0,0,0,0
ENSG00000107521.19,921,2043,2134,1762
ENSG00000264610.1,0,0,1,1
ENSG00000287261.1,1,12,9,6
ENSG00000172987.13,1,0,90,0
ENSG00000274056.1,0,0,0,0
ENSG00000236818.1,0,0,0,0
ENSG00000234109.1,0,0,0,0
ENSG00000119946.11,2,5,53,14
ENSG00000120053.12,1316,1331,815,1613
ENSG00000224934.5,28,60,54,74
ENSG00000257582.5,0,0,0,0
ENSG00000228778.2,0,0,0,0
ENSG00000119919.11,0,0,0,0
ENSG00000155287.11,547,448,489,633
ENSG00000260475.1,4,3,2,0
