0,P2,P2 w/ testosterone,P5,P5 w/ testosterone,P11,P12,P12 w/ testosterone
ENSG00000169071.15,1627,1785,611,1418,1030,52,68
ENSG00000228595.1,0,0,0,0,0,0,0
ENSG00000266855.1,0,0,0,0,0,0,0
ENSG00000283351.1,0,0,0,0,0,0,0
ENSG00000090054.15,2926,2744,1198,2742,3199,4484,4451
ENSG00000227399.1,1,0,0,0,0,0,0
ENSG00000237306.1,0,0,0,0,0,0,0
ENSG00000275756.1,0,0,0,0,0,0,0
ENSG00000232179.1,0,0,0,0,0,0,0
ENSG00000228069.1,0,0,0,0,0,0,0
ENSG00000238288.1,0,0,0,0,0,0,0
ENSG00000240791.1,0,0,0,0,0,0,0
ENSG00000227321.2,0,0,0,0,0,0,0
ENSG00000234537.1,0,1,1,4,0,5,9
ENSG00000225511.7,10,13,10,22,9,59,65
ENSG00000236717.2,0,0,0,0,0,0,0
ENSG00000224809.2,0,0,0,0,1,0,1
ENSG00000276717.2,0,0,0,0,0,2,0
ENSG00000236115.1,0,0,0,0,0,0,0
ENSG00000196305.18,11973,12594,3801,7791,12977,19089,20307
ENSG00000281156.1,0,0,0,0,0,0,0
ENSG00000239183.1,0,0,0,1,0,0,0
ENSG00000198000.12,1575,1767,705,1614,1424,1293,1447
ENSG00000188312.14,384,508,192,487,346,50,70
ENSG00000229530.1,0,0,0,0,0,0,0
ENSG00000106809.11,5975,5317,6098,12821,23847,8,18
ENSG00000127083.7,106,97,27,119,658,0,9
ENSG00000106819.13,1447,1106,2326,4417,14115,91,115
ENSG00000106823.12,933,914,1151,2686,1637,130,182
ENSG00000264158.1,0,0,0,0,0,0,0
ENSG00000225551.1,0,1,0,2,1,0,0
ENSG00000285650.1,3,1,0,4,3,1,0
ENSG00000127080.10,236,272,119,244,286,461,446
ENSG00000213669.2,0,0,0,0,0,0,1
ENSG00000185963.14,1718,1795,868,1893,1805,3025,2691
ENSG00000288062.1,1,6,0,0,1,7,6
ENSG00000288271.1,0,0,0,0,0,1,0
ENSG00000187984.13,0,0,0,0,1,2,1
ENSG00000252772.1,0,0,0,0,0,0,0
ENSG00000226721.2,9,11,10,25,15,13,18
ENSG00000275318.1,14,22,9,18,19,24,32
ENSG00000127081.14,171,232,85,192,189,257,304
ENSG00000226668.5,0,0,0,0,0,0,0
ENSG00000232843.2,0,0,0,0,0,0,0
ENSG00000188101.5,0,0,0,0,0,0,0
ENSG00000127084.19,0,0,0,1,0,0,0
ENSG00000157303.11,0,4,0,1,9,0,1
ENSG00000223446.2,0,0,0,0,0,0,0
ENSG00000165233.18,789,745,367,776,550,447,499
ENSG00000131669.10,1685,1421,610,1182,1455,629,740
ENSG00000203364.2,0,0,0,0,0,0,0
ENSG00000165238.16,2,3,1,5,27,1,1
ENSG00000204352.4,0,0,0,0,1,2,0
ENSG00000200570.1,0,0,0,0,0,0,0
ENSG00000201074.1,0,0,0,0,0,0,0
ENSG00000237385.1,0,0,0,0,2,0,0
ENSG00000188938.17,1460,1388,564,1135,1293,1097,1198
ENSG00000048828.17,4446,4939,2073,4356,5055,7603,7660
ENSG00000197724.11,1547,1855,887,2041,2381,1238,1216
ENSG00000283146.1,0,0,0,2,0,0,0
ENSG00000231990.2,0,0,0,0,0,0,0
ENSG00000265347.1,0,0,0,0,0,0,0
ENSG00000131668.14,18,19,1,8,1,0,1
ENSG00000235601.1,1,0,0,0,0,0,0
ENSG00000158079.16,318,475,121,345,406,937,856
ENSG00000227666.1,2,6,3,3,5,11,13
ENSG00000286834.1,2,0,0,1,0,1,2
ENSG00000286203.1,4,3,1,1,0,0,0
ENSG00000269929.3,136,195,83,202,178,165,243
ENSG00000199165.3,0,0,0,0,0,0,0
ENSG00000199072.3,0,0,0,0,0,0,0
ENSG00000230262.8,0,0,0,0,0,0,0
ENSG00000199133.3,0,0,0,0,0,0,0
ENSG00000175787.17,44,75,28,89,89,62,66
ENSG00000237679.2,0,0,0,0,0,0,0
ENSG00000130950.14,0,1,1,1,0,4,0
ENSG00000232063.2,5,22,5,16,0,0,0
ENSG00000224815.3,0,1,0,0,1,0,0
ENSG00000282886.1,1,3,3,2,2,0,0
ENSG00000148110.16,1950,1831,831,1660,2308,2683,2471
ENSG00000278486.1,1,1,0,0,0,2,0
ENSG00000286850.1,0,2,0,0,1,4,2
ENSG00000224245.1,0,0,0,0,0,0,0
ENSG00000202445.1,0,0,0,0,0,0,0
ENSG00000231806.3,294,388,200,400,296,427,430
ENSG00000130957.5,2,3,1,0,0,1,0
ENSG00000165140.11,2,2,0,3,4,0,1
ENSG00000288023.1,0,0,0,0,0,0,0
ENSG00000148120.16,405,353,154,341,505,822,814
ENSG00000252153.1,0,0,0,0,0,0,0
ENSG00000230815.1,0,0,0,0,0,0,0
ENSG00000236095.1,0,0,0,1,0,0,0
ENSG00000224764.1,0,0,1,3,0,1,0
ENSG00000285807.1,0,0,0,0,0,0,0
ENSG00000274115.1,0,0,0,0,0,1,2
ENSG00000207563.1,2,2,0,2,7,2,0
ENSG00000207864.3,0,6,1,6,4,8,4
ENSG00000207617.4,0,0,0,0,0,0,0
ENSG00000284459.1,0,0,0,0,0,0,0
ENSG00000158169.13,525,505,257,485,619,454,492
ENSG00000229065.1,2,0,0,1,0,1,0
ENSG00000223849.1,2,0,0,4,1,0,0
ENSG00000251884.1,0,0,0,0,0,1,0
ENSG00000230221.2,2,1,0,1,3,0,1
ENSG00000271384.1,1,0,4,1,0,1,2
ENSG00000213761.4,0,1,0,0,0,0,0
ENSG00000185920.16,269,412,253,573,273,376,345
ENSG00000271314.1,0,0,0,0,0,0,0
ENSG00000271155.1,10,12,8,12,17,3,16
ENSG00000271659.1,6,3,1,1,10,4,2
ENSG00000229345.2,0,0,0,0,0,0,0
ENSG00000228142.2,1,0,0,0,1,2,2
ENSG00000227358.1,0,0,0,0,0,0,0
ENSG00000175611.12,132,160,80,196,180,107,127
ENSG00000268926.3,8,4,3,12,3,1,0
ENSG00000252847.1,0,0,0,0,0,0,0
ENSG00000182150.18,814,1069,406,984,957,829,1013
ENSG00000199202.1,0,0,0,0,0,0,0
ENSG00000237631.2,0,0,0,0,0,0,0
ENSG00000225194.3,18,14,10,40,4,0,0
ENSG00000237212.2,3,1,1,3,2,0,0
ENSG00000201938.1,0,0,0,0,0,0,0
ENSG00000275465.7,0,0,0,1,0,0,0
ENSG00000287187.1,0,0,0,0,0,0,0
ENSG00000224546.2,203,218,90,203,184,145,149
ENSG00000130948.10,0,0,1,0,0,0,0
ENSG00000285269.2,1,3,0,0,0,3,6
ENSG00000232283.1,0,0,0,0,0,0,0
ENSG00000207276.1,0,0,0,0,0,0,3
ENSG00000130958.13,133,101,49,91,96,106,128
ENSG00000165244.7,240,214,70,157,402,16,14
ENSG00000238251.2,21,26,6,12,16,10,5
ENSG00000286835.1,1,1,3,2,3,2,0
ENSG00000287302.1,0,0,0,0,0,0,0
ENSG00000130956.14,826,733,288,579,891,1178,1145
ENSG00000081377.17,871,965,365,840,1291,1001,1124
ENSG00000158122.12,341,346,138,228,287,439,426
ENSG00000224848.2,7,14,3,11,9,26,17
ENSG00000233820.2,4,0,0,4,3,5,6
ENSG00000081386.12,409,453,243,509,505,513,573
ENSG00000196597.13,119,159,58,166,135,82,70
ENSG00000196312.15,582,850,362,830,997,1291,1324
ENSG00000269907.1,1,0,0,2,1,0,0
ENSG00000227257.1,0,0,0,0,0,0,0
ENSG00000188152.13,0,0,0,0,1,0,0
ENSG00000236745.2,0,0,0,0,0,0,0
ENSG00000136943.11,10,11,4,11,17,2,6
ENSG00000197214.5,0,0,0,0,0,0,0
ENSG00000228376.3,1,0,2,1,0,0,2
ENSG00000228038.1,0,1,0,0,1,1,0
ENSG00000213612.3,0,0,1,0,0,0,0
ENSG00000277103.1,0,1,0,4,0,1,4
ENSG00000159712.10,3,5,0,7,4,1,6
ENSG00000252721.1,0,0,0,0,0,0,0
ENSG00000242375.1,20,10,3,14,6,19,17
ENSG00000188801.9,0,1,0,2,3,3,2
ENSG00000203279.4,2,5,5,6,5,5,7
ENSG00000235494.2,0,0,0,0,0,0,0
ENSG00000254876.5,7,5,5,4,2,17,25
ENSG00000255036.6,0,0,0,4,0,0,2
ENSG00000254483.1,0,0,0,0,0,0,0
ENSG00000254633.2,0,0,0,0,0,0,0
ENSG00000197816.16,21,37,19,68,34,23,15
ENSG00000221269.1,0,0,0,0,0,0,0
ENSG00000228957.1,0,0,0,0,0,0,0
ENSG00000286375.1,0,0,0,1,0,0,0
ENSG00000196116.8,353,341,171,347,227,530,496
ENSG00000136842.14,1,0,1,0,0,3,1
ENSG00000228174.7,0,0,0,0,0,0,0
ENSG00000136925.15,789,835,332,736,1009,1137,1120
ENSG00000136937.13,1477,1635,726,1501,1509,2593,2673
ENSG00000231521.1,0,1,0,4,1,0,0
ENSG00000136936.11,361,331,163,368,364,304,288
ENSG00000214417.4,0,0,0,0,0,0,0
ENSG00000236130.2,0,0,0,0,0,0,0
ENSG00000260677.1,0,0,0,0,0,1,0
ENSG00000178919.9,0,1,0,0,0,1,0
ENSG00000136932.14,351,322,143,362,273,209,247
ENSG00000201830.1,0,0,0,0,0,0,0
ENSG00000287070.1,0,2,1,1,1,4,1
ENSG00000136929.13,0,0,0,0,0,0,0
ENSG00000136938.9,7472,6634,2560,5022,6250,3392,4112
ENSG00000236896.1,0,0,0,0,0,0,0
ENSG00000212521.1,0,0,0,0,0,0,1
ENSG00000095380.11,1848,1545,559,1061,1487,1759,1885
ENSG00000106785.15,16,43,20,37,14,722,367
ENSG00000274011.1,0,0,0,0,0,0,0
ENSG00000106789.13,69,63,32,66,99,1346,1287
ENSG00000095383.20,1109,1125,360,632,554,5122,5613
ENSG00000278412.1,0,0,0,0,0,0,0
ENSG00000224001.2,0,0,0,0,0,0,0
ENSG00000136928.7,22,18,9,13,11,98,125
ENSG00000229897.2,9,15,17,16,23,8,10
ENSG00000165138.18,803,1013,433,971,969,1028,1070
ENSG00000285706.1,0,0,0,2,0,0,1
ENSG00000119514.7,42,39,24,51,52,46,75
ENSG00000267026.5,0,0,0,0,0,0,0
ENSG00000229338.1,0,0,0,0,0,0,0
ENSG00000204291.11,1655,1938,209,373,1607,7272,8228
ENSG00000270412.1,2,1,0,0,1,10,5
ENSG00000106799.13,1282,1521,491,1118,1254,4923,3627
ENSG00000252942.1,0,0,0,0,0,0,0
ENSG00000227269.1,0,0,0,0,0,0,0
ENSG00000240235.3,0,0,0,0,0,0,0
ENSG00000119523.10,1994,1752,702,1464,1910,2423,2433
ENSG00000106803.10,2534,1929,902,1660,2065,3897,3968
ENSG00000222337.1,0,0,0,0,1,0,1
ENSG00000255815.3,0,3,0,0,0,1,0
ENSG00000271086.7,1,0,0,0,2,0,0
ENSG00000277828.1,0,0,0,0,0,0,0
ENSG00000287955.1,0,0,0,0,1,0,0
ENSG00000277465.1,0,0,0,0,0,0,0
ENSG00000237461.2,1,1,0,0,2,0,2
ENSG00000255145.3,3,1,0,3,0,2,5
ENSG00000234860.2,0,0,0,0,0,0,0
ENSG00000119508.18,18,20,2,14,72,30,31
ENSG00000136874.11,1058,1376,581,1298,1066,1065,1160
ENSG00000254571.1,0,0,0,0,0,0,0
ENSG00000023318.8,2635,2373,1019,2129,2861,2580,2642
ENSG00000234709.2,3,11,1,10,3,8,4
ENSG00000119509.13,621,848,375,802,781,845,827
ENSG00000239908.3,0,4,1,0,0,0,1
ENSG00000238172.2,1,4,2,0,1,0,0
ENSG00000270995.1,0,0,0,0,0,0,0
ENSG00000231697.3,0,1,0,2,1,2,0
ENSG00000136891.14,829,856,380,917,729,1042,1038
ENSG00000066697.15,1132,1111,500,889,854,1438,1148
ENSG00000251349.3,0,0,0,0,0,0,0
ENSG00000241697.5,11,15,12,19,7,14,4
ENSG00000170681.7,33,29,14,28,26,68,59
ENSG00000200966.1,0,0,0,0,0,0,0
ENSG00000237999.2,0,0,0,0,0,1,0
ENSG00000230161.1,0,0,0,0,0,0,0
ENSG00000229541.2,0,0,0,0,0,0,0
ENSG00000148123.15,4,2,1,1,4,0,3
ENSG00000238143.1,0,0,0,0,0,0,0
ENSG00000253041.1,0,0,0,0,0,0,0
ENSG00000227411.1,0,0,0,0,0,0,0
ENSG00000136881.12,6,4,1,5,6,13,12
ENSG00000236763.2,0,0,0,0,0,0,0
ENSG00000230328.2,0,0,0,0,0,0,0
ENSG00000234502.2,0,1,0,0,0,1,0
ENSG00000136897.8,509,449,237,476,519,708,757
ENSG00000136870.10,621,697,303,726,609,922,1330
ENSG00000136872.20,0,0,0,0,0,0,0
ENSG00000270982.1,0,0,0,0,0,0,0
ENSG00000225376.6,0,0,0,0,0,0,0
ENSG00000165152.9,188,199,212,434,454,288,311
ENSG00000233055.1,0,0,0,0,0,0,0
ENSG00000155827.12,1731,1864,857,2000,1849,3198,3273
ENSG00000198785.7,0,0,0,1,1,0,0
ENSG00000188386.8,0,0,0,0,0,0,0
ENSG00000230302.2,0,0,0,0,0,0,0
ENSG00000230418.2,0,0,0,0,0,0,0
ENSG00000238882.1,0,0,0,0,0,0,0
ENSG00000286243.1,0,0,0,0,0,0,0
ENSG00000235901.2,0,0,0,0,0,0,0
ENSG00000204250.3,0,0,0,0,0,0,0
ENSG00000232242.2,0,0,0,0,0,0,0
ENSG00000234269.2,0,0,0,0,0,0,0
ENSG00000155833.15,0,0,0,0,0,0,0
ENSG00000229830.1,0,0,0,0,0,0,0
ENSG00000225564.6,0,0,0,0,0,0,0
ENSG00000226566.2,0,0,0,0,0,0,0
ENSG00000253031.1,0,0,0,0,0,0,0
ENSG00000285483.1,0,0,0,0,0,0,0
ENSG00000270332.2,5,6,1,5,3,4,4
ENSG00000136824.19,870,943,427,921,1079,591,697
ENSG00000242111.1,0,0,0,0,0,0,0
ENSG00000203396.3,0,0,0,0,0,0,0
ENSG00000186881.3,0,0,0,0,0,0,0
ENSG00000283001.2,0,0,0,0,0,0,0
ENSG00000148136.5,0,0,0,0,0,0,0
ENSG00000204246.3,0,0,0,0,0,0,0
ENSG00000186943.1,0,0,0,0,0,0,0
ENSG00000237443.1,0,0,0,0,0,0,0
ENSG00000277556.1,0,0,0,1,0,0,0
ENSG00000276119.1,0,0,0,1,0,0,0
ENSG00000136839.1,0,0,0,0,0,0,0
ENSG00000273423.1,0,0,0,0,0,0,0
ENSG00000235248.3,0,0,0,1,0,0,0
ENSG00000179055.7,0,0,0,0,0,0,0
ENSG00000188712.4,0,0,0,0,0,0,0
ENSG00000136783.10,561,511,230,471,473,1220,1238
ENSG00000165028.12,39,50,37,72,67,25,35
ENSG00000165029.16,2034,3019,1511,3208,1422,3017,1500
ENSG00000226334.1,5,1,1,3,0,3,2
ENSG00000230013.2,0,0,2,1,2,1,0
ENSG00000286536.1,0,0,0,0,0,0,0
ENSG00000201583.1,0,0,0,0,0,0,0
ENSG00000070214.16,1684,1730,1573,3244,1932,1870,1910
ENSG00000106701.13,106,175,57,151,107,410,430
ENSG00000229419.1,49,58,23,61,51,57,44
ENSG00000228317.2,1,0,0,0,0,0,1
ENSG00000106692.15,813,1079,460,1051,1240,1597,1818
ENSG00000279609.1,2,0,0,0,0,0,1
ENSG00000186051.7,2,2,2,0,4,3,0
ENSG00000095209.12,442,430,215,425,503,564,637
ENSG00000228366.1,0,1,0,0,3,0,0
ENSG00000232486.1,0,3,1,0,2,1,0
ENSG00000228948.2,0,0,0,0,0,0,0
ENSG00000234323.8,0,0,0,1,1,2,3
ENSG00000225002.2,0,0,0,0,0,0,0
ENSG00000229297.1,0,0,0,0,0,0,0
ENSG00000277889.1,0,0,0,0,0,0,0
ENSG00000237062.2,0,0,0,0,0,0,0
ENSG00000200131.1,0,0,0,0,0,0,0
ENSG00000228143.2,3,3,1,2,5,0,1
ENSG00000212276.1,0,0,0,0,0,0,0
ENSG00000148143.13,681,829,400,1018,1030,958,990
ENSG00000230782.1,0,0,0,0,0,0,0
ENSG00000231562.1,0,0,0,0,0,0,0
ENSG00000223615.2,0,0,0,0,0,0,0
ENSG00000225531.1,12,11,6,9,9,6,2
ENSG00000226047.1,0,0,0,0,0,0,0
ENSG00000226535.1,0,0,0,1,0,0,1
ENSG00000119318.13,6028,6087,2549,5120,6529,8024,8601
ENSG00000226825.2,1,0,0,0,0,0,0
ENSG00000287233.1,0,1,0,0,0,0,0
ENSG00000213558.3,0,0,0,1,2,0,0
ENSG00000199905.1,0,0,0,0,0,0,0
ENSG00000136826.15,2827,2976,730,1390,3097,1368,1595
ENSG00000236005.1,0,0,0,0,0,0,0
ENSG00000227350.1,0,0,0,0,0,0,0
ENSG00000202308.1,0,0,0,0,0,0,0
ENSG00000222558.1,0,0,0,0,0,0,0
ENSG00000244104.3,0,0,0,0,0,0,0
ENSG00000231293.1,0,0,0,0,0,0,0
ENSG00000233727.1,0,0,0,0,0,0,0
ENSG00000222459.1,0,0,0,0,0,0,0
ENSG00000236783.1,0,0,0,0,0,0,0
ENSG00000213557.4,1,0,0,0,0,0,0
ENSG00000237360.2,0,0,0,0,0,0,0
ENSG00000230030.1,0,0,0,0,0,0,0
ENSG00000169253.3,23,13,5,19,12,4,3
ENSG00000231678.2,0,0,0,0,0,0,0
ENSG00000231810.1,0,0,0,0,0,0,0
ENSG00000213556.3,0,0,0,0,0,0,0
ENSG00000148156.8,0,0,0,0,0,0,0
ENSG00000187003.7,0,0,0,0,0,0,0
ENSG00000070061.16,1694,2070,856,1991,2176,3460,3783
ENSG00000119328.12,526,466,208,389,477,957,1057
ENSG00000119326.15,1597,1420,794,1774,1440,564,686
ENSG00000106771.13,1468,1892,649,1453,1791,3902,3903
ENSG00000199331.1,0,5,2,4,2,7,3
ENSG00000207698.1,0,0,0,0,0,0,0
ENSG00000260230.4,3,10,15,24,37,58,47
ENSG00000095203.14,129,143,59,140,88,95,82
ENSG00000200106.1,0,0,0,0,0,0,0
ENSG00000237124.1,0,0,0,0,0,0,0
ENSG00000207329.1,0,0,0,0,0,0,0
ENSG00000070159.14,115,107,73,164,207,358,320
ENSG00000157654.19,1860,2299,683,1672,2471,12973,13332
ENSG00000263861.1,0,0,0,0,0,0,0
ENSG00000213539.4,1,2,0,2,1,1,2
ENSG00000232939.1,0,1,0,0,0,5,1
ENSG00000228053.1,1,0,1,0,0,0,1
ENSG00000188959.9,0,0,0,1,0,0,4
ENSG00000136810.13,5811,4434,1584,2995,3158,9062,10290
ENSG00000204193.11,0,0,0,0,0,0,0
ENSG00000165124.18,2084,3333,573,1622,8513,2444,2993
ENSG00000206658.1,0,1,0,0,1,0,0
ENSG00000232896.1,0,0,0,0,0,0,0
ENSG00000030304.14,4,4,2,2,10,0,2
ENSG00000223918.1,0,0,0,0,0,0,0
ENSG00000198121.13,5615,5633,2106,4350,4917,3831,4762
ENSG00000206923.1,0,0,0,0,0,0,0
ENSG00000207401.1,0,0,0,0,0,0,0
ENSG00000212409.1,0,0,0,0,0,0,0
ENSG00000227531.1,0,0,0,0,0,0,0
ENSG00000274263.1,0,0,0,0,0,0,0
ENSG00000171133.3,0,0,0,0,0,0,0
ENSG00000136813.14,5519,6473,2466,5335,5946,7612,8063
ENSG00000223238.1,0,0,0,1,0,0,1
ENSG00000173258.13,77,103,62,205,105,30,56
ENSG00000106853.20,1211,1075,405,925,534,2073,1963
ENSG00000224644.1,0,0,0,0,0,0,0
ENSG00000204173.11,3,2,0,2,3,10,11
ENSG00000059769.20,966,835,337,713,838,688,742
ENSG00000244115.1,0,0,0,1,0,0,0
ENSG00000242616.4,14,12,7,18,22,5,6
ENSG00000165181.16,0,0,0,0,0,1,1
ENSG00000224067.2,0,1,1,3,3,0,0
ENSG00000206907.1,0,0,0,0,0,0,0
ENSG00000148154.10,1127,1062,527,1016,1184,3605,4977
ENSG00000266315.1,0,0,0,0,0,1,0
ENSG00000222356.1,0,0,0,0,0,0,0
ENSG00000259953.2,19,20,14,30,33,118,138
ENSG00000106868.17,87,90,61,125,114,781,867
ENSG00000222327.1,0,0,0,0,0,0,0
ENSG00000200261.1,0,0,0,0,0,0,0
ENSG00000225513.1,0,0,0,0,0,0,1
ENSG00000119314.16,1541,1848,819,1795,1813,3003,2795
ENSG00000242256.3,0,0,0,1,0,3,0
ENSG00000199525.1,0,0,0,0,0,0,0
ENSG00000243911.3,0,0,0,0,0,0,0
ENSG00000230081.2,0,0,0,0,0,1,0
ENSG00000213529.3,0,0,0,0,0,0,0
ENSG00000119471.15,912,895,439,915,984,982,1013
ENSG00000230185.5,5,3,2,4,2,2,4
ENSG00000165185.15,50,101,57,120,118,89,125
ENSG00000250068.1,0,0,0,0,0,0,0
ENSG00000148153.14,829,821,426,912,863,849,860
ENSG00000226609.2,5,6,1,3,2,3,1
ENSG00000148158.17,1287,1564,645,1523,1396,1333,1158
ENSG00000119457.8,0,0,0,0,0,0,0
ENSG00000271631.1,3,2,0,2,0,0,1
ENSG00000228623.6,49,44,34,93,1,34,22
ENSG00000237906.1,0,0,0,0,0,0,0
ENSG00000285447.1,0,2,0,2,1,0,2
ENSG00000136866.14,207,216,129,299,245,106,121
ENSG00000285115.1,0,0,0,0,0,0,0
ENSG00000284763.1,0,0,0,0,0,0,0
ENSG00000284962.1,0,0,0,0,0,0,0
ENSG00000285076.1,0,0,0,0,0,0,0
ENSG00000284867.1,0,0,0,0,0,0,0
ENSG00000285370.1,0,0,0,0,0,0,0
ENSG00000225684.4,0,0,0,0,0,0,1
ENSG00000231528.3,2,3,0,1,2,5,3
ENSG00000136867.11,161,175,71,147,158,679,789
ENSG00000119321.9,1508,1601,633,1609,1664,1895,2075
ENSG00000136868.11,2406,2599,795,1680,2287,7506,7484
ENSG00000176386.9,440,368,169,419,407,348,434
ENSG00000136875.13,1045,1016,442,915,1030,1502,1586
ENSG00000165188.13,1,2,0,3,0,0,0
ENSG00000148225.16,97,110,48,113,46,123,107
ENSG00000119411.11,0,0,0,0,0,0,0
ENSG00000119431.9,228,227,132,271,235,124,147
ENSG00000148218.16,1069,1062,631,1406,1153,1265,1159
ENSG00000148229.13,1413,1215,448,846,1042,1623,1614
ENSG00000157653.12,18,18,11,8,21,42,20
ENSG00000138835.22,1235,1167,876,1729,2105,2951,2703
ENSG00000237073.1,0,0,0,0,0,0,0
ENSG00000282897.1,0,0,0,0,0,0,0
ENSG00000233817.1,0,0,1,2,3,2,0
ENSG00000227482.1,3,2,0,9,7,2,5
ENSG00000214669.3,0,0,0,0,0,0,0
ENSG00000232905.2,1,1,0,0,1,0,0
ENSG00000157657.14,961,1302,716,1735,1422,2379,1669
ENSG00000106927.12,0,2,1,2,0,0,2
ENSG00000136883.14,2,0,0,3,4,6,1
ENSG00000196739.15,622,980,631,1595,994,1211,852
ENSG00000207726.3,0,0,0,0,0,0,0
ENSG00000229314.5,0,1,0,0,0,0,0
ENSG00000228278.5,0,0,0,0,0,0,0
ENSG00000106948.17,2756,3385,878,2093,2631,1562,1473
ENSG00000235119.1,7,19,0,4,8,2,1
ENSG00000095397.16,171,203,87,208,178,330,364
ENSG00000271214.1,0,0,0,0,0,0,0
ENSG00000235797.2,0,0,0,0,0,0,0
ENSG00000136888.7,3321,2774,1260,2442,3315,5543,5360
ENSG00000157693.15,463,460,176,324,365,750,630
ENSG00000201749.1,0,0,0,0,0,0,0
ENSG00000230054.3,0,0,0,0,0,0,0
ENSG00000230601.7,0,0,0,0,0,0,0
ENSG00000230284.1,0,0,0,1,0,0,0
ENSG00000274919.1,0,0,0,0,0,0,0
ENSG00000181634.8,5,6,5,6,32,156,171
ENSG00000229817.1,1,0,0,0,0,0,1
ENSG00000173077.16,4,1,0,0,6,2,1
ENSG00000106952.7,0,0,0,0,0,0,0
ENSG00000041982.16,4827,6093,1945,4956,6179,1930,746
ENSG00000236461.1,0,0,0,0,0,0,0
ENSG00000234692.1,0,0,0,0,1,1,1
ENSG00000228714.4,0,0,0,0,0,15,16
ENSG00000274755.1,0,0,0,0,0,0,0
ENSG00000204148.3,0,0,0,0,0,0,0
ENSG00000228707.1,0,0,1,0,2,1,7
ENSG00000182752.10,530,888,128,404,1684,39272,29617
ENSG00000226604.2,0,2,0,2,0,7,3
ENSG00000244757.1,0,2,0,0,1,1,1
ENSG00000256040.2,2,3,1,3,0,4,6
ENSG00000148219.16,156,142,71,153,196,212,243
ENSG00000229105.1,0,0,0,0,0,0,0
ENSG00000230894.2,0,0,0,0,0,0,0
ENSG00000119401.10,620,632,333,753,697,1085,1022
ENSG00000285820.1,0,2,1,0,1,0,2
ENSG00000230734.1,14,8,1,5,11,2,4
ENSG00000207268.1,0,0,0,0,0,0,0
ENSG00000201140.1,0,0,0,0,0,0,0
ENSG00000222413.1,0,0,0,0,0,0,0
ENSG00000233516.1,0,0,0,0,0,0,0
ENSG00000233569.2,0,0,0,0,0,0,0
ENSG00000235133.1,0,0,0,0,0,0,0
ENSG00000285082.2,1,0,0,0,0,0,0
ENSG00000136869.16,776,875,310,669,582,2398,2280
ENSG00000201444.1,0,0,0,0,0,0,0
ENSG00000284977.2,15,24,9,20,3,23,12
ENSG00000231901.1,0,0,0,0,0,0,0
ENSG00000234782.3,545,405,195,370,376,220,251
ENSG00000225050.2,0,0,0,0,0,0,0
ENSG00000235201.1,0,0,0,0,0,0,0
ENSG00000231166.2,0,0,0,0,0,0,0
ENSG00000078725.13,15,30,7,24,13,6,2
ENSG00000260970.1,0,0,0,0,0,0,0
ENSG00000261432.1,0,0,0,0,0,0,0
ENSG00000225960.1,0,0,0,0,0,0,0
ENSG00000207814.1,0,1,0,0,0,0,0
ENSG00000136861.18,1704,2070,676,1687,1887,1719,1896
ENSG00000106780.9,1302,1513,547,1108,1730,1695,2776
ENSG00000238181.2,0,0,0,0,0,0,0
ENSG00000119402.17,2419,2851,1194,2718,3184,3886,4005
ENSG00000214654.8,52,55,35,40,45,73,64
ENSG00000270917.1,6,1,1,2,1,1,7
ENSG00000095261.14,1637,1631,741,1498,1780,2781,2655
ENSG00000226752.9,1367,1736,612,1505,1893,1254,1415
ENSG00000119403.15,1441,1629,606,1273,3632,396,467
ENSG00000056558.11,315,444,159,368,411,257,305
ENSG00000106804.8,237,267,110,266,339,88,79
ENSG00000119397.16,311,418,178,451,420,113,148
ENSG00000119396.11,3077,3054,1410,3069,3272,3718,3605
ENSG00000243738.3,2,0,0,1,2,6,4
ENSG00000148180.20,13004,12773,8952,18244,16126,19904,19646
ENSG00000214651.4,0,0,0,0,0,0,0
ENSG00000239593.1,0,1,0,0,0,0,0
ENSG00000235865.2,2,0,0,1,2,1,0
ENSG00000148175.13,1896,1854,1132,2356,2518,292,259
ENSG00000227355.3,1,2,0,0,1,0,0
ENSG00000204136.10,12,7,23,43,30,0,0
ENSG00000240299.3,0,0,0,0,0,0,0
ENSG00000213467.4,1,0,0,3,0,0,1
ENSG00000136848.17,1121,1461,804,1674,1629,1770,1454
ENSG00000229854.1,0,0,0,0,0,0,0
ENSG00000261534.1,170,146,61,150,175,573,525
ENSG00000175764.14,133,168,60,145,202,466,418
ENSG00000237548.1,0,1,0,0,2,29,16
ENSG00000266583.1,0,0,0,0,0,0,0
ENSG00000119421.7,894,730,404,765,836,1273,1456
ENSG00000185681.13,0,0,0,0,0,0,3
ENSG00000106852.15,0,0,0,0,0,1,0
ENSG00000119446.14,920,951,465,963,993,1635,1843
ENSG00000148187.18,764,735,294,668,596,753,836
ENSG00000095303.17,1,3,1,1,19,19,43
ENSG00000269970.1,0,0,0,0,0,0,0
ENSG00000233616.2,0,0,0,0,0,0,0
ENSG00000234156.3,0,0,0,0,1,0,0
ENSG00000136834.3,0,0,0,0,0,0,0
ENSG00000197233.7,0,0,0,0,0,0,0
ENSG00000239590.1,0,0,0,0,0,0,0
ENSG00000171505.5,0,0,0,0,0,0,0
ENSG00000171501.10,0,0,0,0,0,0,0
ENSG00000171496.4,2,0,0,0,0,4,7
