0,C25,C25 w/ testosterone,C24,C24 w/ testosterone,C31,C31 w/ testosterone,C32
ENSG00000214797.3,0,0,0,0,0,0,0
ENSG00000254704.3,0,0,0,0,0,0,0
ENSG00000263944.2,0,0,0,0,0,0,0
ENSG00000235678.3,0,0,0,0,0,0,0
ENSG00000255386.1,0,0,0,0,0,0,0
ENSG00000176495.3,0,0,0,0,0,0,0
ENSG00000198261.3,0,0,0,0,0,0,0
ENSG00000172324.5,0,0,0,0,0,0,0
ENSG00000172320.3,0,0,0,0,0,0,0
ENSG00000166884.2,0,0,0,0,0,0,0
ENSG00000254466.2,0,0,0,0,0,0,0
ENSG00000204989.3,0,0,0,0,0,0,0
ENSG00000176200.1,0,0,0,0,0,0,0
ENSG00000172742.5,0,0,0,0,0,0,0
ENSG00000254770.1,0,0,0,0,0,0,0
ENSG00000287264.1,0,3,1,3,4,3,10
ENSG00000255008.3,5,3,3,6,2,6,1
ENSG00000255139.2,7,8,2,4,6,6,1
ENSG00000110048.12,3733,4873,3003,2848,2681,2282,3611
ENSG00000264559.1,0,1,0,0,0,0,0
ENSG00000166889.14,1552,2101,2729,1633,2004,1588,2609
ENSG00000255355.1,0,3,5,2,4,3,0
ENSG00000223223.1,0,0,1,0,0,0,0
ENSG00000172289.3,0,0,0,0,0,0,0
ENSG00000166900.17,603,828,717,707,856,870,1176
ENSG00000254403.1,0,0,0,0,0,0,0
ENSG00000254743.1,0,0,0,0,0,0,0
ENSG00000255538.1,0,0,0,0,0,0,0
ENSG00000254477.2,3,3,32,14,13,10,15
ENSG00000234964.4,80,107,141,163,219,260,109
ENSG00000166902.5,758,977,772,835,663,783,635
ENSG00000134812.8,0,0,0,0,0,0,0
ENSG00000134827.8,0,0,0,0,0,0,0
ENSG00000285231.1,0,0,0,0,0,0,1
ENSG00000270929.1,0,0,0,0,0,0,0
ENSG00000284873.1,0,0,2,0,0,0,0
ENSG00000214788.3,0,0,0,0,0,0,0
ENSG00000285010.1,0,0,0,0,0,0,0
ENSG00000255393.2,0,0,0,0,0,0,0
ENSG00000149507.7,0,0,0,0,0,0,0
ENSG00000149516.14,0,0,0,0,0,0,0
ENSG00000255331.1,0,0,0,1,0,0,0
ENSG00000149534.9,0,0,0,0,1,0,0
ENSG00000254952.1,0,0,0,0,0,0,0
ENSG00000110077.14,0,0,0,0,0,0,0
ENSG00000110079.18,0,0,0,0,0,0,0
ENSG00000214787.10,1,0,0,1,0,0,0
ENSG00000275344.1,0,0,0,0,0,0,0
ENSG00000166926.8,0,0,0,0,0,0,0
ENSG00000166927.13,3,0,2,0,0,0,0
ENSG00000166928.11,0,0,0,0,0,0,0
ENSG00000166930.7,0,0,0,0,0,0,0
ENSG00000156738.18,0,0,0,0,0,0,0
ENSG00000071203.9,1,0,1,0,0,0,0
ENSG00000204979.8,0,0,0,0,0,0,0
ENSG00000283601.1,0,0,0,0,0,0,0
ENSG00000181995.12,0,0,0,0,0,0,0
ENSG00000166959.8,0,0,0,0,0,0,0
ENSG00000214782.7,0,0,0,0,0,0,0
ENSG00000166961.15,0,0,0,0,0,0,0
ENSG00000172689.2,0,0,0,0,0,0,0
ENSG00000255845.1,0,0,0,0,0,0,0
ENSG00000255959.1,2,2,0,1,2,2,0
ENSG00000256813.1,0,0,0,0,0,0,0
ENSG00000110104.13,940,1288,661,967,533,567,694
ENSG00000183134.5,4,15,1,6,3,2,7
ENSG00000149506.11,4,9,0,1,1,0,2
ENSG00000110107.9,2305,2957,2670,3958,2430,2266,2460
ENSG00000257052.1,2,2,1,3,1,4,2
ENSG00000256944.1,0,0,0,0,0,0,0
ENSG00000110108.10,1612,2101,2509,2598,1506,1623,2248
ENSG00000256196.2,0,2,0,0,4,0,1
ENSG00000006118.15,1974,2288,772,1262,1255,1186,1042
ENSG00000110446.11,42,54,190,213,155,123,90
ENSG00000013725.14,26,29,1,2,2,1,11
ENSG00000207153.1,0,0,0,0,0,0,0
ENSG00000256733.2,0,0,0,0,0,0,0
ENSG00000110448.11,0,0,0,0,0,0,0
ENSG00000167987.11,611,719,672,889,551,465,711
ENSG00000279549.1,4,3,4,4,2,6,2
ENSG00000229859.10,0,0,0,0,0,0,0
ENSG00000229183.8,0,0,0,0,0,0,0
ENSG00000256220.1,0,0,0,0,0,0,0
ENSG00000256713.8,0,2,3,4,0,0,0
ENSG00000167992.13,56,85,178,272,691,571,113
ENSG00000167986.14,8638,11165,7504,7411,6130,5052,7513
ENSG00000149476.15,468,637,574,896,327,295,354
ENSG00000162144.10,866,1139,1225,1007,951,905,911
ENSG00000279246.1,3,4,5,2,6,4,3
ENSG00000149483.12,537,690,536,445,607,640,574
ENSG00000187049.10,333,483,395,296,489,633,477
ENSG00000149532.16,2265,2817,2419,2119,2145,1734,2893
ENSG00000279632.1,2,2,1,1,3,0,1
ENSG00000256591.5,11,8,4,4,7,9,5
ENSG00000167985.7,109,168,164,435,240,309,188
ENSG00000240823.3,2,1,1,3,0,1,2
ENSG00000162148.11,19,30,31,58,32,38,36
ENSG00000255931.2,1,0,1,2,1,3,2
ENSG00000266006.1,0,0,0,0,0,0,0
ENSG00000204950.4,3,0,9,16,13,19,2
ENSG00000011347.10,469,517,1831,1826,717,715,522
ENSG00000279878.1,4,10,10,9,4,1,1
ENSG00000256443.1,3,6,27,26,4,3,0
ENSG00000250230.3,0,0,3,1,0,0,5
ENSG00000243742.5,52,59,166,167,96,97,98
ENSG00000255947.1,0,0,0,0,0,0,0
ENSG00000134780.10,251,309,440,281,232,173,421
ENSG00000124915.10,0,0,0,0,0,0,0
ENSG00000124920.14,78,80,4,5,16,10,10
ENSG00000134825.16,759,928,733,662,786,1077,1020
ENSG00000284108.1,0,0,0,0,0,0,0
ENSG00000168496.4,616,660,369,507,366,387,677
ENSG00000134824.14,10432,15347,1498,1824,11632,10959,18158
ENSG00000149485.19,7926,11274,1681,1445,6420,5646,9546
ENSG00000284416.1,0,0,0,0,0,0,0
ENSG00000221968.9,1874,2582,1235,1636,2127,2164,2012
ENSG00000277892.1,0,1,1,0,0,0,0
ENSG00000167994.13,272,441,2510,4682,2523,2429,2167
ENSG00000200898.1,0,0,0,0,0,0,0
ENSG00000167995.17,91,118,95,251,385,466,342
ENSG00000167996.16,54733,75777,131944,124027,216897,249226,185701
ENSG00000279491.1,1,1,2,3,7,9,2
ENSG00000244176.1,0,0,0,0,0,0,1
ENSG00000255553.2,0,0,2,4,13,0,3
ENSG00000254424.1,0,0,0,0,0,0,0
ENSG00000285656.1,0,0,0,0,0,0,0
ENSG00000149503.13,756,888,351,567,245,190,718
ENSG00000236607.3,0,0,0,0,0,0,0
ENSG00000168515.3,0,0,0,0,0,0,0
ENSG00000124939.6,0,0,0,0,0,0,0
ENSG00000254404.1,0,0,0,0,0,1,0
ENSG00000124935.4,0,0,0,0,2,1,0
ENSG00000110484.7,0,0,0,0,0,0,0
ENSG00000197745.3,0,0,0,0,0,0,0
ENSG00000255213.1,1,0,0,0,0,1,0
ENSG00000255118.1,0,0,0,0,0,0,0
ENSG00000162174.12,25,24,21,23,17,13,24
ENSG00000254454.2,2,2,1,1,3,1,4
ENSG00000255126.1,0,0,0,0,0,0,0
ENSG00000149021.7,0,0,0,0,0,0,0
ENSG00000255446.1,2,0,0,0,0,0,0
ENSG00000124942.14,68561,87747,105584,104514,29641,16925,37979
ENSG00000250659.2,0,0,0,0,0,0,0
ENSG00000257058.1,8,2,5,1,2,1,3
ENSG00000254772.10,0,0,0,0,0,0,0
ENSG00000255508.7,27,33,10,11,11,16,21
ENSG00000276102.1,0,0,0,0,0,1,0
ENSG00000149016.16,163,163,148,259,153,167,190
ENSG00000149480.7,2720,3430,1864,2260,1690,1507,1751
ENSG00000149499.12,1553,2063,2142,3508,2481,2337,1876
ENSG00000254964.1,0,0,0,1,3,1,1
ENSG00000149489.9,82,141,364,701,577,638,299
ENSG00000149541.10,844,1031,710,1267,1293,1452,940
ENSG00000089597.18,15592,19955,16294,21550,11441,10017,15793
ENSG00000185085.2,468,596,641,726,566,533,605
ENSG00000255432.1,0,0,0,0,0,0,0
ENSG00000278615.5,0,0,0,2,1,1,1
ENSG00000162194.12,119,185,46,50,86,62,80
ENSG00000214756.8,37,49,117,123,67,64,95
ENSG00000206597.1,0,0,0,0,0,0,0
ENSG00000204922.5,228,297,294,780,240,329,265
ENSG00000162191.14,1455,1981,2019,4245,1523,1715,1934
ENSG00000177363.5,59,96,3572,4937,1774,2159,1396
ENSG00000168000.14,46,41,70,56,57,52,70
ENSG00000234857.2,0,0,0,0,0,0,0
ENSG00000162188.6,3,1,0,1,1,2,4
ENSG00000214753.4,1668,2160,1618,1500,1520,1613,1868
ENSG00000162222.14,588,744,461,358,425,454,469
ENSG00000185670.9,75,83,128,123,85,98,124
ENSG00000168002.12,1166,1612,861,949,1099,1090,982
ENSG00000267811.1,2,12,8,6,9,9,4
ENSG00000162227.8,295,375,635,981,640,682,578
ENSG00000168569.8,341,465,263,205,233,315,329
ENSG00000269176.2,29,29,21,44,41,40,35
ENSG00000185475.11,482,664,738,615,1009,1196,768
ENSG00000284535.1,0,0,0,0,0,0,0
ENSG00000162231.14,1509,1865,1761,1866,2245,2115,2080
ENSG00000274066.1,0,0,0,0,0,1,0
ENSG00000162236.12,1467,1959,1530,1930,1501,1517,2003
ENSG00000269463.1,3,4,4,2,11,4,5
ENSG00000252361.1,4,4,0,0,1,1,1
ENSG00000256690.1,4,3,2,2,7,4,6
ENSG00000283268.1,0,0,0,0,0,0,0
ENSG00000133316.15,611,813,507,972,510,555,542
ENSG00000222328.1,0,0,0,0,0,0,0
ENSG00000255717.7,928,1193,643,503,461,558,1045
ENSG00000277194.1,0,0,0,0,0,0,0
ENSG00000277846.1,0,0,0,0,0,0,0
ENSG00000278527.1,0,0,0,0,0,0,0
ENSG00000274544.1,0,0,0,0,0,0,0
ENSG00000275996.1,0,0,0,0,0,0,0
ENSG00000276788.1,0,0,0,0,0,0,0
ENSG00000275043.1,0,0,0,0,0,0,0
ENSG00000168003.17,5960,8209,5274,7802,4806,5178,9625
ENSG00000168539.4,0,0,0,0,0,0,1
ENSG00000257002.1,1,0,0,0,0,0,1
ENSG00000241082.3,0,0,0,0,0,0,0
ENSG00000197901.12,0,0,0,0,0,0,0
ENSG00000285388.1,0,0,0,0,0,0,0
ENSG00000149452.16,0,0,0,0,0,0,0
ENSG00000256041.1,0,0,0,0,0,0,0
ENSG00000253547.2,0,0,0,0,0,0,0
ENSG00000197658.9,0,0,0,0,0,0,0
ENSG00000239924.1,0,0,0,0,0,0,0
ENSG00000184999.12,0,0,0,0,0,0,2
ENSG00000196600.12,0,0,0,0,0,0,0
ENSG00000256863.1,0,0,0,0,0,0,0
ENSG00000256847.1,0,0,0,0,0,0,0
ENSG00000256181.1,0,0,0,0,0,0,0
ENSG00000149742.10,0,0,0,0,0,0,1
ENSG00000168004.9,0,3,115,113,12,12,8
ENSG00000275598.1,0,0,0,0,0,0,0
ENSG00000287412.1,0,0,0,0,0,0,0
ENSG00000133317.16,0,0,69,93,50,66,11
ENSG00000133321.11,1,8,790,1104,1326,1578,194
ENSG00000133328.4,0,0,0,3,0,1,0
ENSG00000176485.11,21,35,1047,1815,131,134,183
ENSG00000203520.3,0,0,0,0,0,0,0
ENSG00000184743.13,3523,4721,5291,3730,3176,3393,3324
ENSG00000270269.1,0,0,0,0,0,0,0
ENSG00000256789.1,0,0,0,0,0,0,0
ENSG00000133318.14,3163,4214,5143,4225,4667,5236,5584
ENSG00000271100.1,0,0,0,0,0,0,0
ENSG00000188070.9,1150,1571,3948,4596,3254,2879,2574
ENSG00000264519.2,0,0,0,0,0,0,0
ENSG00000168005.9,805,994,792,1057,1165,1092,908
ENSG00000256280.1,0,0,0,0,0,0,0
ENSG00000072518.20,954,1162,1013,1188,850,796,984
ENSG00000202089.1,0,0,0,0,0,0,0
ENSG00000167771.6,416,570,333,676,459,435,706
ENSG00000110583.13,683,904,954,711,738,687,779
ENSG00000207200.1,3,7,0,2,1,1,1
ENSG00000176340.4,680,931,500,402,839,995,927
ENSG00000256100.1,0,0,0,0,0,0,0
ENSG00000167770.11,1305,1700,1128,1352,1224,1543,1382
ENSG00000133315.12,174,231,256,459,141,187,284
ENSG00000256824.1,0,0,0,0,0,0,0
ENSG00000256481.1,0,0,0,0,0,1,0
ENSG00000126500.3,15,23,12,28,14,6,26
ENSG00000256341.1,1,3,0,2,1,0,4
ENSG00000168439.17,4114,4968,3201,4046,2531,2309,3357
ENSG00000149781.12,21,19,5,5,5,5,16
ENSG00000149743.14,342,436,207,373,385,393,352
ENSG00000149761.9,522,724,430,787,456,519,454
ENSG00000256116.1,4,13,31,29,27,35,12
ENSG00000110011.13,353,499,464,565,458,512,578
ENSG00000173511.9,1279,1729,4365,8149,4069,4721,4528
ENSG00000173486.14,0,3,0,1,3,4,6
ENSG00000286264.2,3,8,2,10,6,7,6
ENSG00000173457.11,4952,6191,2260,4302,1946,2405,2243
ENSG00000256940.2,97,139,22,26,16,20,11
ENSG00000257086.1,44,45,21,22,22,14,11
ENSG00000149782.12,1297,1670,689,1221,679,528,898
ENSG00000002330.14,809,1075,1126,2073,820,960,819
ENSG00000173264.14,615,865,885,1069,793,729,805
ENSG00000182450.13,0,0,1,0,0,0,0
ENSG00000257069.6,0,0,0,0,0,0,0
ENSG00000207024.1,0,0,0,0,0,0,0
ENSG00000219435.6,0,0,0,0,0,0,0
ENSG00000173153.16,644,819,871,1439,741,732,682
ENSG00000173113.7,2048,2858,1808,2496,2192,2828,2672
ENSG00000126432.14,6509,9162,4936,9824,5681,6607,5242
ENSG00000236935.1,0,0,1,0,1,0,1
ENSG00000168071.22,11,20,5,35,37,19,43
ENSG00000278359.1,0,0,0,1,0,0,0
ENSG00000162302.13,1424,1891,1982,2829,1381,1363,1513
ENSG00000221273.1,0,0,0,0,0,0,0
ENSG00000231680.1,0,1,0,2,1,2,5
ENSG00000231492.3,0,0,0,0,0,0,0
ENSG00000181908.5,0,0,0,2,0,1,0
ENSG00000286816.1,0,0,0,0,0,0,0
ENSG00000232500.2,0,0,0,0,0,0,0
ENSG00000237363.1,0,0,0,0,0,0,0
ENSG00000168065.16,0,0,0,0,1,0,3
ENSG00000197891.12,0,0,0,0,0,0,0
ENSG00000110076.19,4,3,17,29,17,11,20
ENSG00000237410.1,0,0,0,0,0,0,0
ENSG00000068831.19,6,10,0,3,0,0,0
ENSG00000068976.14,3,5,8,5,2,3,12
ENSG00000168066.20,5078,6545,5694,6182,4281,3802,6229
ENSG00000269038.1,3,5,5,0,3,3,2
ENSG00000168067.12,578,756,394,442,297,318,564
ENSG00000133895.16,936,1284,1048,1117,1170,977,1269
ENSG00000171219.9,20,34,15,23,15,15,38
ENSG00000110047.18,3141,4217,4218,6749,2411,2139,2863
ENSG00000230835.1,0,0,0,0,0,0,0
ENSG00000229719.5,0,1,0,0,0,0,0
ENSG00000283926.1,0,0,0,0,0,0,0
ENSG00000284155.1,0,0,0,0,0,0,0
ENSG00000110046.13,634,786,796,1045,715,561,779
ENSG00000274986.1,0,0,0,0,0,0,0
ENSG00000274314.1,0,0,0,0,0,0,0
ENSG00000068971.14,609,738,402,462,356,347,419
ENSG00000149735.7,2,2,0,1,2,3,0
ENSG00000168070.12,0,0,0,0,0,0,0
ENSG00000168062.10,2,2,0,1,1,6,6
ENSG00000213465.8,415,482,948,1415,586,881,1052
ENSG00000273003.1,0,0,0,0,0,0,0
ENSG00000278851.1,0,0,0,0,0,0,0
ENSG00000270775.1,0,0,0,1,0,0,1
ENSG00000110025.13,6,19,18,12,10,16,17
ENSG00000168061.17,331,419,292,642,270,294,350
ENSG00000168060.16,3,9,0,4,0,0,21
ENSG00000146670.10,433,561,114,149,93,99,546
ENSG00000162300.13,973,1343,716,942,809,744,1253
ENSG00000187066.8,1,0,1,4,3,1,3
ENSG00000149823.9,1833,2328,3392,5357,2028,2034,2913
ENSG00000254501.1,0,2,0,1,1,3,1
ENSG00000149809.16,292,535,324,412,314,340,459
ENSG00000174276.7,167,262,207,434,195,236,189
ENSG00000255173.1,3,1,2,1,2,1,0
ENSG00000278952.1,4,6,2,2,4,6,1
ENSG00000149806.11,2616,3468,3030,6814,2631,3048,3510
ENSG00000162298.19,1976,2400,1499,1303,1455,1313,3008
ENSG00000149792.9,1551,2058,1465,1320,1417,1463,1526
ENSG00000284489.1,0,0,0,0,0,0,0
ENSG00000254455.1,1,3,2,2,1,2,1
ENSG00000222477.1,0,0,0,0,0,0,0
ENSG00000255058.1,0,0,0,0,1,0,0
ENSG00000204710.2,0,0,0,0,0,0,0
ENSG00000255200.1,5,2,7,3,7,10,10
ENSG00000254614.2,10,12,12,7,26,31,30
ENSG00000014216.16,2703,3395,2351,3277,2119,1903,2155
ENSG00000197847.12,9,10,5,3,10,3,1
ENSG00000287821.1,0,0,0,0,0,0,0
ENSG00000014138.9,65,76,38,117,85,73,104
ENSG00000285816.1,10,12,11,20,2,2,7
ENSG00000287917.1,6,13,22,22,6,3,5
ENSG00000149798.5,0,1,0,0,0,0,0
ENSG00000133884.10,1327,1686,1639,1144,1141,1099,1455
ENSG00000173825.7,0,2,6,14,5,11,2
ENSG00000255478.1,0,0,0,1,0,0,0
ENSG00000162241.12,106,142,94,129,120,128,91
ENSG00000126391.14,1170,1537,2366,2206,1444,1501,1104
ENSG00000245532.9,5457,7177,13765,14604,23489,21706,23085
ENSG00000278144.1,0,0,0,0,0,0,0
ENSG00000278050.1,0,0,0,0,0,0,0
ENSG00000277599.1,0,0,0,0,0,0,0
ENSG00000283791.1,0,0,0,0,0,0,0
ENSG00000275948.1,0,0,0,0,0,0,0
ENSG00000173727.12,45,52,104,136,135,152,109
ENSG00000279243.3,0,0,0,0,0,2,0
ENSG00000286756.1,0,0,0,0,1,0,1
ENSG00000251562.8,10538,13934,18971,12449,27635,22252,15600
ENSG00000270117.1,0,0,1,0,0,0,0
ENSG00000278217.1,0,0,0,0,0,0,0
ENSG00000274072.1,0,0,0,0,0,0,0
ENSG00000270526.1,0,0,0,0,0,0,0
ENSG00000142186.17,3995,4949,3040,5185,2867,2915,3691
ENSG00000168056.16,2535,3437,11594,18936,6246,5615,5597
ENSG00000279093.1,0,0,0,0,0,0,0
ENSG00000260233.3,13,10,35,19,25,22,27
ENSG00000173465.8,492,610,318,486,300,284,352
ENSG00000176973.8,93,101,164,190,132,226,124
ENSG00000173442.13,1842,2513,3498,6999,2216,1712,2080
ENSG00000173338.13,0,1,2,3,1,2,3
ENSG00000173327.8,790,919,678,1247,493,438,599
ENSG00000197136.4,2233,2642,2177,2688,1757,1496,2234
ENSG00000266041.1,0,0,0,0,0,0,0
ENSG00000213445.10,499,652,527,1003,347,385,373
ENSG00000265874.1,0,1,0,0,1,0,0
ENSG00000173039.19,2101,2720,2291,2446,1748,1770,2405
ENSG00000285533.2,49,43,43,66,64,69,43
ENSG00000239356.3,0,0,0,0,0,0,0
ENSG00000172977.13,856,1261,1301,1885,1166,1074,1388
ENSG00000172922.11,703,915,754,1388,801,864,720
ENSG00000214659.4,0,0,0,0,0,0,0
ENSG00000255557.1,0,0,0,0,0,0,0
ENSG00000254470.3,643,846,844,1031,755,598,747
ENSG00000172818.10,0,0,0,0,0,0,0
ENSG00000255120.5,0,0,0,0,1,0,0
ENSG00000255404.1,0,0,5,0,4,0,0
ENSG00000172757.13,20431,25710,10618,11589,10622,12817,11789
ENSG00000172803.18,22,21,40,72,57,39,56
ENSG00000172732.12,858,1151,542,774,586,570,730
ENSG00000172638.13,3351,4364,4838,7486,4415,4664,4266
ENSG00000172543.8,1,1,0,0,1,0,0
ENSG00000172500.13,1673,2177,1423,2233,1351,1640,1587
ENSG00000175602.4,930,1233,1751,5466,870,1190,1010
ENSG00000175592.9,518,573,255,258,332,313,234
ENSG00000175573.7,1013,1283,1542,2283,1140,1204,1446
ENSG00000175550.8,3634,4523,1904,4143,1853,2141,2308
ENSG00000175513.9,0,0,0,0,0,0,0
ENSG00000175467.15,1913,2451,2003,5052,1603,1570,2282
ENSG00000254867.1,0,0,1,0,0,0,0
ENSG00000175376.9,730,910,707,784,504,524,652
ENSG00000175334.8,2465,2990,1995,2754,1783,1991,2066
ENSG00000175315.3,4,8,29,35,4,8,17
ENSG00000175294.6,5,7,1,5,0,1,3
ENSG00000175229.7,23,48,107,80,75,78,192
ENSG00000286459.1,0,0,0,0,0,0,0
ENSG00000087365.16,6579,8473,6652,12117,5702,4898,7259
ENSG00000255038.1,0,0,0,1,0,0,0
ENSG00000175115.13,3544,4592,3041,2988,2953,2487,3368
ENSG00000255320.1,0,0,12,6,7,6,6
ENSG00000174996.12,1078,1307,1043,1824,710,731,893
ENSG00000254461.1,0,2,1,2,0,1,4
ENSG00000254855.1,2,1,2,5,2,0,3
ENSG00000254762.1,0,0,1,2,5,1,0
ENSG00000174903.16,4536,5782,4112,4781,3509,3906,3973
ENSG00000245156.1,2,1,0,5,2,2,0
ENSG00000254452.1,0,3,0,10,7,9,4
ENSG00000174871.11,51,48,16,18,11,14,28
ENSG00000174851.16,2534,3504,1644,2095,2133,2150,3049
ENSG00000179292.5,48,39,80,121,17,17,32
ENSG00000254458.1,1,3,0,0,4,0,1
ENSG00000174807.4,1272,1466,6417,10254,2787,2359,3521
ENSG00000174791.11,603,667,642,1124,882,884,537
ENSG00000254756.1,1,6,2,3,2,1,3
ENSG00000174744.14,1021,1229,819,1758,826,920,754
ENSG00000174684.7,719,942,1202,1430,960,1070,984
ENSG00000255468.7,102,142,202,245,206,186,179
ENSG00000174669.12,181,249,120,137,268,283,238
ENSG00000276918.1,0,0,0,0,0,0,0
ENSG00000254736.1,0,0,0,0,0,0,0
ENSG00000202317.1,0,0,0,0,0,0,0
ENSG00000254510.2,12,2,2,5,0,0,1
ENSG00000174576.10,2,1,0,4,0,0,0
ENSG00000201733.1,0,0,0,0,0,0,0
ENSG00000174547.13,843,1148,1080,1821,759,979,902
ENSG00000254596.1,0,0,0,0,0,0,0
ENSG00000174516.15,178,297,379,624,305,295,333
ENSG00000255517.6,55,72,65,75,57,56,45
ENSG00000254986.7,962,1235,693,1129,861,845,681
ENSG00000256349.1,0,0,0,0,0,0,0
ENSG00000174483.20,14,24,14,26,15,9,18
ENSG00000286688.1,0,0,1,1,0,0,0
ENSG00000174165.8,618,716,472,475,401,412,513
ENSG00000248746.6,10,14,210,412,52,49,25
ENSG00000250105.1,0,0,0,0,0,0,0
ENSG00000174080.11,0,0,0,0,0,0,0
ENSG00000182791.5,9,8,5,5,8,7,3
ENSG00000173992.9,453,600,339,711,444,489,511
ENSG00000199325.1,0,0,0,0,0,1,0
ENSG00000239306.5,799,1003,731,496,992,845,1083
ENSG00000248643.5,5,4,3,6,8,4,9
ENSG00000173933.21,280,308,251,163,254,247,224
ENSG00000173914.12,584,742,506,420,682,707,596
ENSG00000173898.14,1046,1184,106,275,209,151,337
ENSG00000239553.3,1,0,0,0,0,0,0
ENSG00000173715.18,131,134,107,131,106,100,136
ENSG00000213409.4,1,1,0,1,2,2,0
ENSG00000254984.1,0,0,0,0,0,0,0
ENSG00000173653.8,256,239,271,355,277,264,364
ENSG00000173599.15,469,635,653,890,1254,990,1256
ENSG00000173621.9,696,868,475,872,655,669,901
ENSG00000239099.1,0,0,0,0,0,0,0
ENSG00000266423.1,0,0,0,0,1,0,0
ENSG00000173237.4,0,0,0,0,0,5,0
ENSG00000173227.14,122,252,338,790,278,289,399
ENSG00000283326.1,0,0,0,0,0,0,0
ENSG00000173156.7,514,751,600,849,663,847,588
ENSG00000173120.15,3245,4072,3172,3636,2419,1771,3187
ENSG00000179038.8,0,0,0,0,0,0,0
ENSG00000287934.1,0,0,0,0,0,0,0
ENSG00000173020.11,1176,1577,1233,2072,1008,1008,1315
ENSG00000172932.16,568,679,426,721,589,596,543
ENSG00000172830.13,380,470,476,595,454,432,461
ENSG00000287851.1,0,0,0,0,3,2,0
ENSG00000172613.8,110,169,198,293,238,212,363
ENSG00000175482.9,121,164,76,114,73,86,64
ENSG00000256514.1,0,0,0,0,0,0,0
ENSG00000274251.1,0,1,1,1,0,1,1
ENSG00000201684.1,0,0,0,1,1,1,1
ENSG00000175505.11,166,177,178,203,141,138,146
ENSG00000275484.1,2,1,1,0,3,8,4
ENSG00000253024.1,0,0,0,0,0,0,0
ENSG00000172531.15,2581,3369,2103,2883,2122,2373,2523
ENSG00000175463.12,1,0,1,1,5,7,1
ENSG00000172508.10,21,29,6,25,22,24,24
ENSG00000175634.15,1586,2122,1391,2067,1089,1186,1553
ENSG00000255949.1,1,0,0,6,1,4,4
ENSG00000213402.3,0,0,0,0,0,0,0
ENSG00000172725.14,2168,2733,3269,4677,3064,3485,2814
ENSG00000175514.2,0,0,0,0,0,0,0
ENSG00000175544.13,0,0,0,0,0,0,0
ENSG00000172663.9,509,684,574,829,673,788,620
ENSG00000110711.10,777,986,1071,2002,857,1000,969
ENSG00000276769.1,0,0,0,0,0,0,0
ENSG00000110697.13,1553,1874,863,1400,745,705,972
ENSG00000167797.8,1014,1378,499,683,388,485,1195
ENSG00000167791.14,0,0,0,0,0,0,0
ENSG00000283257.1,0,0,0,0,0,0,0
ENSG00000084207.18,10416,13348,6525,9168,8207,9537,10119
ENSG00000184224.3,0,0,0,1,0,1,0
ENSG00000255119.1,0,0,0,0,0,0,0
ENSG00000167792.13,1932,2537,1926,3486,1932,2074,2647
ENSG00000231793.5,4,6,8,13,5,9,8
ENSG00000167799.10,108,158,40,87,77,91,95
ENSG00000167800.9,0,0,0,0,0,0,0
ENSG00000132744.8,0,0,0,0,0,0,0
ENSG00000227834.1,0,0,0,0,0,0,0
ENSG00000132746.15,0,0,0,0,0,1,0
ENSG00000239559.2,10,21,5,42,25,29,44
ENSG00000184795.9,1,0,0,0,0,0,0
ENSG00000235855.3,0,0,0,0,0,0,0
ENSG00000254447.3,1,0,0,0,0,0,0
ENSG00000285537.1,0,0,0,0,0,0,0
ENSG00000254883.1,0,0,0,0,0,0,0
ENSG00000255147.1,0,0,0,0,0,0,0
ENSG00000227620.4,0,0,0,0,0,0,0
ENSG00000160172.10,51,75,40,35,35,48,65
ENSG00000273819.1,0,0,0,0,0,0,0
ENSG00000254792.1,0,0,0,0,0,0,0
ENSG00000251637.6,0,0,0,0,0,0,3
ENSG00000206587.1,0,0,0,0,0,0,0
ENSG00000243672.1,0,0,0,0,0,0,0
ENSG00000254610.3,0,0,0,0,0,0,0
ENSG00000254850.2,0,0,0,0,0,0,0
ENSG00000255230.1,0,0,0,0,0,0,0
ENSG00000255554.1,0,0,0,0,0,0,0
ENSG00000110057.8,233,286,206,251,150,161,216
ENSG00000006534.16,294,433,432,565,354,247,561
ENSG00000255306.1,0,5,8,6,3,4,10
ENSG00000110717.13,1263,1684,1065,1872,1076,1460,1471
ENSG00000284293.1,0,0,0,0,0,0,0
ENSG00000284435.1,0,0,0,0,0,0,0
ENSG00000110719.10,1174,1459,820,1340,1098,982,909
ENSG00000275022.1,0,1,0,0,0,0,0
ENSG00000255031.5,42,62,31,30,49,57,28
ENSG00000110721.12,321,362,526,515,811,1004,997
ENSG00000255236.3,0,0,5,4,5,2,4
ENSG00000110066.15,1373,1715,1570,1204,1012,832,1173
ENSG00000171067.11,2735,3277,1941,2379,1563,1534,2315
ENSG00000286369.1,3,3,3,4,4,13,4
ENSG00000162337.12,2162,2946,2567,3718,1790,1514,2862
ENSG00000110075.14,3046,3859,3090,3006,1944,1560,2315
ENSG00000254856.1,0,0,0,0,0,0,0
ENSG00000260808.1,2,0,2,1,0,1,0
ENSG00000069482.7,239,234,6,11,51,59,9
ENSG00000132749.11,12,14,0,3,4,4,7
ENSG00000110090.13,1010,1398,1900,1924,2141,1709,2615
ENSG00000250508.1,11,24,17,26,3,2,10
